Exported from: CypherGraph V1.28.0
Acquired by  : CypherGraph V1.28.0 | C60-0504-0552 V1.23.10 : 5/17/2021
Graph title  : Title
Points       : 300
Pen legend   : 2:17:39 PM
Resonance    : F1:2.87206281e+005 F2:2.50030578e+005 Fr:2.61854469e+005 Zr:1.14600800e+002 Q:7.04369916e+000
Capacitance  : 3.78191810e-009 F at 2.65918379e+004 Hz
Frequency (Hz), Impedance (Ohms), Admittance (S), Phase angle (Degrees), Resistance (Ohms), Reactance (S), Conductance (S), Susceptance (S)
1.16651297e+005, 3.72122406e+002, 2.68728780e-003, -8.75235367e+001, 1.60790304e+001, -3.71774864e+002, 1.16114970e-004, 2.68477802e-003
1.13987148e+005, 3.78141602e+002, 2.64451199e-003, -8.73930588e+001, 1.71993965e+001, -3.77750250e+002, 1.20283011e-004, 2.64177510e-003
1.11383852e+005, 3.89222595e+002, 2.56922392e-003, -8.72625504e+001, 1.85890122e+001, -3.88778442e+002, 1.22704425e-004, 2.56629210e-003
1.08840047e+005, 3.96789703e+002, 2.52022669e-003, -8.71320114e+001, 1.98533502e+001, -3.96292711e+002, 1.26099399e-004, 2.51707002e-003
1.06354359e+005, 4.05804108e+002, 2.46424317e-003, -8.76166763e+001, 1.68753031e+001, -4.05453077e+002, 1.02475183e-004, 2.46211154e-003
1.03925469e+005, 4.23092102e+002, 2.36355157e-003, -8.72223969e+001, 2.05027615e+001, -4.22595035e+002, 1.14536135e-004, 2.36077476e-003
1.01552070e+005, 4.34095001e+002, 2.30364321e-003, -8.68720627e+001, 2.36866938e+001, -4.33448279e+002, 1.25699884e-004, 2.30021120e-003
9.92328516e+004, 4.39703186e+002, 2.27426144e-003, -8.71369095e+001, 2.19629818e+001, -4.39154323e+002, 1.13598364e-004, 2.27142257e-003
9.69665625e+004, 4.46815613e+002, 2.23805966e-003, -8.74456787e+001, 1.99130306e+001, -4.46371665e+002, 9.97425992e-005, 2.23583597e-003
9.47520156e+004, 4.59908997e+002, 2.17434320e-003, -8.77104797e+001, 1.83729198e+001, -4.59541860e+002, 8.68629090e-005, 2.17260746e-003
9.25880703e+004, 4.77965607e+002, 2.09220075e-003, -8.74039688e+001, 2.16488741e+001, -4.77475075e+002, 9.47637024e-005, 2.09005354e-003
9.04735313e+004, 4.88824188e+002, 2.04572528e-003, -8.74489899e+001, 2.17569865e+001, -4.88339759e+002, 9.10528129e-005, 2.04369795e-003
8.84072813e+004, 5.03148590e+002, 1.98748445e-003, -8.75379333e+001, 2.16142300e+001, -5.02684124e+002, 8.53782501e-005, 1.98564977e-003
8.63882266e+004, 5.17892700e+002, 1.93090190e-003, -8.64403305e+001, 3.21549183e+001, -5.16893519e+002, 1.19885824e-004, 1.92717657e-003
8.44153203e+004, 5.21227417e+002, 1.91854835e-003, -8.69686813e+001, 2.75634508e+001, -5.20498104e+002, 1.01456315e-004, 1.91586387e-003
8.24874609e+004, 5.36501282e+002, 1.86392845e-003, -8.74970093e+001, 2.34298348e+001, -5.35989429e+002, 8.14006174e-005, 1.86215015e-003
8.06036016e+004, 5.46931824e+002, 1.82838145e-003, -8.73661270e+001, 2.51334680e+001, -5.46354032e+002, 8.40206488e-005, 1.82644990e-003
7.87627734e+004, 5.64768494e+002, 1.77063702e-003, -8.77186279e+001, 2.24817019e+001, -5.64320852e+002, 7.04836302e-005, 1.76923359e-003
7.69639609e+004, 5.81318420e+002, 1.72022762e-003, -8.74558792e+001, 2.58039658e+001, -5.80745436e+002, 7.63586580e-005, 1.71853205e-003
7.52062813e+004, 5.96435974e+002, 1.67662590e-003, -8.72809906e+001, 2.82936441e+001, -5.95764501e+002, 7.95355385e-005, 1.67473834e-003
7.34887109e+004, 6.13913818e+002, 1.62889313e-003, -8.73697586e+001, 2.81726588e+001, -6.13267052e+002, 7.47503134e-005, 1.62717707e-003
7.18103672e+004, 6.25849304e+002, 1.59782873e-003, -8.68432693e+001, 3.44639403e+001, -6.24899663e+002, 8.79883923e-005, 1.59540424e-003
7.01703438e+004, 6.42125122e+002, 1.55732888e-003, -8.68880463e+001, 3.48591355e+001, -6.41178223e+002, 8.45429289e-005, 1.55503239e-003
6.85678125e+004, 6.48336975e+002, 1.54240779e-003, -8.74601593e+001, 2.87304477e+001, -6.47700081e+002, 6.83503610e-005, 1.54089260e-003
6.70018203e+004, 6.60941711e+002, 1.51299272e-003, -8.71093903e+001, 3.33308003e+001, -6.60100753e+002, 7.62991009e-005, 1.51106765e-003
6.54716484e+004, 6.91314026e+002, 1.44652063e-003, -8.76375198e+001, 2.84969144e+001, -6.90726435e+002, 5.96275686e-005, 1.44529114e-003
6.39764063e+004, 7.04754272e+002, 1.41893429e-003, -8.71548767e+001, 3.49814398e+001, -7.03885561e+002, 7.04307392e-005, 1.41718524e-003
6.25153164e+004, 7.16153870e+002, 1.39634797e-003, -8.73314133e+001, 3.33432557e+001, -7.15377238e+002, 6.50122680e-005, 1.39483370e-003
6.10876094e+004, 7.32423828e+002, 1.36532969e-003, -8.73760834e+001, 3.35303470e+001, -7.31655916e+002, 6.25047637e-005, 1.36389821e-003
5.96924414e+004, 7.53886597e+002, 1.32645945e-003, -8.66736679e+001, 4.37426418e+001, -7.52616491e+002, 7.69649451e-005, 1.32422470e-003
5.83292227e+004, 7.73492004e+002, 1.29283819e-003, -8.69819794e+001, 4.07243865e+001, -7.72419190e+002, 6.80679847e-005, 1.29104505e-003
5.69970625e+004, 7.93607300e+002, 1.26006905e-003, -8.74221115e+001, 3.56944433e+001, -7.92804171e+002, 5.66747097e-005, 1.25879387e-003
5.56953555e+004, 8.16862976e+002, 1.22419553e-003, -8.64120331e+001, 5.11200330e+001, -8.15261838e+002, 7.66112769e-005, 1.22179597e-003
5.44233906e+004, 8.06444214e+002, 1.24001138e-003, -8.73355331e+001, 3.74891398e+001, -8.05572365e+002, 5.76443591e-005, 1.23867080e-003
5.31804570e+004, 8.32744080e+002, 1.20084913e-003, -8.76437836e+001, 3.42358949e+001, -8.32040026e+002, 4.93694827e-005, 1.19983385e-003
5.19659531e+004, 8.71011292e+002, 1.14809074e-003, -8.68094406e+001, 4.84778679e+001, -8.69661179e+002, 6.38992765e-005, 1.14631114e-003
5.07791641e+004, 8.68220520e+002, 1.15178112e-003, -8.73373871e+001, 4.03328694e+001, -8.67283190e+002, 5.35055741e-005, 1.15053765e-003
4.96194375e+004, 8.73810974e+002, 1.14441227e-003, -8.71182632e+001, 4.39304902e+001, -8.72705982e+002, 5.75348599e-005, 1.14296508e-003
4.84862344e+004, 9.13965271e+002, 1.09413348e-003, -8.73825073e+001, 4.17389445e+001, -9.13011707e+002, 4.99668619e-005, 1.09299194e-003
4.73788984e+004, 9.34729187e+002, 1.06982858e-003, -8.73830719e+001, 4.26779896e+001, -9.33754380e+002, 4.88463757e-005, 1.06871288e-003
4.62968359e+004, 9.52901917e+002, 1.04942595e-003, -8.74715118e+001, 4.20383361e+001, -9.51974181e+002, 4.62966021e-005, 1.04840424e-003
4.52395078e+004, 9.83978088e+002, 1.01628279e-003, -8.77796707e+001, 3.81216315e+001, -9.83239350e+002, 3.93731919e-005, 1.01551980e-003
4.42063203e+004, 1.00310797e+003, 9.96901658e-004, -8.67694473e+001, 5.65290567e+001, -1.00151389e+003, 5.61793067e-005, 9.95317438e-004
4.31967383e+004, 1.01933398e+003, 9.81032729e-004, -8.76928177e+001, 4.10353753e+001, -1.01850767e+003, 3.94934799e-005, 9.80237461e-004
4.22102227e+004, 1.03582202e+003, 9.65416818e-004, -8.74296494e+001, 4.64525116e+001, -1.03477989e+003, 4.32951173e-005, 9.64445522e-004
4.12462344e+004, 1.06617505e+003, 9.37932285e-004, -8.73862000e+001, 4.86214153e+001, -1.06506582e+003, 4.27730842e-005, 9.36956474e-004
4.03042422e+004, 1.10448499e+003, 9.05399361e-004, -8.60243835e+001, 7.65760768e+001, -1.10182720e+003, 6.27730860e-005, 9.03220650e-004
3.93837695e+004, 1.08690405e+003, 9.20044412e-004, -8.75189819e+001, 4.70503407e+001, -1.08588521e+003, 3.98272533e-005, 9.19181979e-004
3.84843359e+004, 1.11875403e+003, 8.93851530e-004, -8.82225571e+001, 3.47006799e+001, -1.11821574e+003, 2.77248216e-005, 8.93421453e-004
3.76054063e+004, 1.14050403e+003, 8.76805320e-004, -8.73001633e+001, 5.37218504e+001, -1.13923808e+003, 4.13006909e-005, 8.75832075e-004
3.67465625e+004, 1.17016394e+003, 8.54581111e-004, -8.80916138e+001, 3.89681734e+001, -1.16951491e+003, 2.84588029e-005, 8.54107119e-004
3.59073867e+004, 1.20059497e+003, 8.32920364e-004, -8.79162598e+001, 4.36537669e+001, -1.19980108e+003, 3.02850772e-005, 8.32369598e-004
3.50872891e+004, 1.23181799e+003, 8.11808242e-004, -8.80045700e+001, 4.28916358e+001, -1.23107103e+003, 2.82669872e-005, 8.11315968e-004
3.42859609e+004, 1.25980298e+003, 7.93774913e-004, -8.61153336e+001, 8.53494936e+001, -1.25690851e+003, 5.37768906e-005, 7.91951172e-004
3.35029375e+004, 1.26791504e+003, 7.88696379e-004, -8.79174881e+001, 4.60743679e+001, -1.26707762e+003, 2.86601909e-005, 7.88175470e-004
3.27377910e+004, 1.30506897e+003, 7.66243029e-004, -8.64237366e+001, 8.14063528e+001, -1.30252755e+003, 4.77959799e-005, 7.64750890e-004
3.19901699e+004, 1.32617896e+003, 7.54046048e-004, -8.80061493e+001, 4.61407318e+001, -1.32537604e+003, 2.62349484e-005, 7.53589524e-004
3.12595371e+004, 1.36504102e+003, 7.32578720e-004, -8.79625778e+001, 4.85302543e+001, -1.36417806e+003, 2.60448083e-005, 7.32115598e-004
3.05456523e+004, 1.37824695e+003, 7.25559379e-004, -8.83584518e+001, 3.94819522e+001, -1.37768132e+003, 2.07847373e-005, 7.25261613e-004
2.98480391e+004, 1.42776904e+003, 7.00393390e-004, -8.79193497e+001, 5.18368941e+001, -1.42682773e+003, 2.54286351e-005, 6.99931629e-004
2.91664004e+004, 1.46960803e+003, 6.80453548e-004, -8.79636536e+001, 5.22202702e+001, -1.46867996e+003, 2.41788745e-005, 6.80023833e-004
2.85002598e+004, 1.49337903e+003, 6.69622367e-004, -8.69092865e+001, 8.05184715e+001, -1.49120679e+003, 3.61040087e-005, 6.68648349e-004
2.78493770e+004, 1.51753503e+003, 6.58963370e-004, -8.67777863e+001, 8.52985186e+001, -1.51513588e+003, 3.70394080e-005, 6.57921580e-004
2.72133359e+004, 1.53714099e+003, 6.50558411e-004, -8.80085831e+001, 5.34153186e+001, -1.53621263e+003, 2.26067647e-005, 6.50165502e-004
2.65918379e+004, 1.58218506e+003, 6.32037317e-004, -8.87120285e+001, 3.55634857e+001, -1.58178532e+003, 1.42065873e-005, 6.31877633e-004
2.59845254e+004, 1.62854895e+003, 6.14043563e-004, -8.71303101e+001, 8.15326521e+001, -1.62650672e+003, 3.07418455e-005, 6.13273541e-004
2.53911016e+004, 1.65489099e+003, 6.04269408e-004, -8.78337326e+001, 6.25540378e+001, -1.65370831e+003, 2.28410763e-005, 6.03837563e-004
2.48112090e+004, 1.67627100e+003, 5.96562252e-004, -8.86250534e+001, 4.02221929e+001, -1.67578836e+003, 1.43145363e-005, 5.96390488e-004
2.42446055e+004, 1.73093799e+003, 5.77721447e-004, -8.86253433e+001, 4.15251736e+001, -1.73043982e+003, 1.38595279e-005, 5.77555179e-004
2.36908789e+004, 1.74768396e+003, 5.72185832e-004, -8.79224930e+001, 6.33559780e+001, -1.74653521e+003, 2.07425334e-005, 5.71809735e-004
2.31498477e+004, 1.82213794e+003, 5.48805872e-004, -8.77909317e+001, 7.02360627e+001, -1.82078378e+003, 2.11542512e-005, 5.48398015e-004
2.26211543e+004, 1.83976599e+003, 5.43547389e-004, -8.82745972e+001, 5.53942668e+001, -1.83893186e+003, 1.63658907e-005, 5.43300949e-004
2.21045020e+004, 1.86952405e+003, 5.34895500e-004, -8.80990829e+001, 6.20143097e+001, -1.86849522e+003, 1.77431123e-005, 5.34601139e-004
2.15997090e+004, 1.93669897e+003, 5.16342505e-004, -8.80114517e+001, 6.72029654e+001, -1.93553266e+003, 1.79169546e-005, 5.16031554e-004
2.11064219e+004, 2.00628699e+003, 4.98433178e-004, -8.81874771e+001, 6.34572847e+001, -2.00528318e+003, 1.57650507e-005, 4.98183798e-004
2.06243398e+004, 2.02569604e+003, 4.93657478e-004, -8.51555023e+001, 1.71073526e+002, -2.01845939e+003, 4.16902257e-005, 4.91893922e-004
2.01533438e+004, 2.00628699e+003, 4.98433178e-004, -8.83637466e+001, 5.72877731e+001, -2.00546892e+003, 1.42323242e-005, 4.98229941e-004
1.96930762e+004, 2.08505688e+003, 4.79603222e-004, -8.84958191e+001, 5.47325219e+001, -2.08433840e+003, 1.25895337e-005, 4.79437957e-004
1.92433594e+004, 2.15305493e+003, 4.64456334e-004, -8.84521027e+001, 5.81596523e+001, -2.15226927e+003, 1.25461819e-005, 4.64286850e-004
1.88038340e+004, 2.19491406e+003, 4.55598703e-004, -8.84962692e+001, 5.75990231e+001, -2.19415817e+003, 1.19558395e-005, 4.55441803e-004
1.83743828e+004, 2.27378101e+003, 4.39796092e-004, -8.84085999e+001, 6.31465392e+001, -2.27290400e+003, 1.22138417e-005, 4.39626460e-004
1.79547676e+004, 2.31798608e+003, 4.31408975e-004, -8.81011963e+001, 7.68048711e+001, -2.31671330e+003, 1.42944390e-005, 4.31172092e-004
1.75447461e+004, 2.40127490e+003, 4.16445447e-004, -8.81893005e+001, 7.58740610e+001, -2.40007589e+003, 1.31585964e-005, 4.16237506e-004
1.71440234e+004, 2.42450488e+003, 4.12455346e-004, -8.77500534e+001, 9.51833569e+001, -2.42263577e+003, 1.61925367e-005, 4.12137373e-004
1.67524805e+004, 2.43229810e+003, 4.11133817e-004, -8.79260330e+001, 8.80240123e+001, -2.43070479e+003, 1.48787882e-005, 4.10864500e-004
1.63698789e+004, 2.53591797e+003, 3.94334522e-004, -8.82777863e+001, 7.62139060e+001, -2.53477245e+003, 1.18512407e-005, 3.94156394e-004
1.59960391e+004, 2.59353101e+003, 3.85574723e-004, -8.79703598e+001, 9.18537803e+001, -2.59190393e+003, 1.36557056e-005, 3.85332829e-004
1.56307217e+004, 2.66097803e+003, 3.75801675e-004, -8.83221130e+001, 7.79146779e+001, -2.65983709e+003, 1.10036483e-005, 3.75640545e-004
1.52737500e+004, 2.74775806e+003, 3.63933061e-004, -8.80586166e+001, 9.30859330e+001, -2.74618087e+003, 1.23289780e-005, 3.63724166e-004
1.49249434e+004, 2.80117896e+003, 3.56992544e-004, -8.80587997e+001, 9.48867285e+001, -2.79957140e+003, 1.20927135e-005, 3.56787671e-004
1.45840645e+004, 2.86481689e+003, 3.49062449e-004, -8.82786865e+001, 8.60535665e+001, -2.86352416e+003, 1.04851618e-005, 3.48904936e-004
1.42509941e+004, 2.94876709e+003, 3.39124783e-004, -8.82788696e+001, 8.85658488e+001, -2.94743676e+003, 1.01855702e-005, 3.38971788e-004
1.39255527e+004, 3.02545190e+003, 3.30529135e-004, -8.81032486e+001, 1.00137953e+002, -3.02379424e+003, 1.09400221e-005, 3.30348036e-004
1.36075020e+004, 3.12411890e+003, 3.20090250e-004, -8.80155334e+001, 1.08183710e+002, -3.12224521e+003, 1.10842615e-005, 3.19898277e-004
1.32967236e+004, 3.19509399e+003, 3.12979838e-004, -8.74004364e+001, 1.44914700e+002, -3.19180597e+003, 1.41953193e-005, 3.12657755e-004
1.29930381e+004, 3.17465308e+003, 3.14995049e-004, -8.76203308e+001, 1.31815160e+002, -3.17191534e+003, 1.30789481e-005, 3.14723405e-004
1.26963262e+004, 3.28872290e+003, 3.04069400e-004, -8.80599365e+001, 1.11336509e+002, -3.28683777e+003, 1.02939732e-005, 3.03895104e-004
1.24063486e+004, 3.38509497e+003, 2.95412687e-004, -8.81040268e+001, 1.11995651e+002, -3.38324178e+003, 9.77370987e-006, 2.95250961e-004
1.21230479e+004, 3.47312695e+003, 2.87924978e-004, -8.81481171e+001, 1.12236971e+002, -3.47131296e+003, 9.30453385e-006, 2.87774596e-004
1.18461846e+004, 3.56344800e+003, 2.80627078e-004, -8.79724731e+001, 1.26073487e+002, -3.56121708e+003, 9.92848339e-006, 2.80451390e-004
1.15756396e+004, 3.62108789e+003, 2.76160102e-004, -8.78847198e+001, 1.33655141e+002, -3.61862043e+003, 1.01931293e-005, 2.75971922e-004
1.13112334e+004, 3.72719995e+003, 2.68297922e-004, -8.79727478e+001, 1.31849115e+002, -3.72486715e+003, 9.49099700e-006, 2.68129998e-004
1.10529063e+004, 3.81187598e+003, 2.62338021e-004, -8.77970963e+001, 1.46522610e+002, -3.80905888e+003, 1.00838673e-005, 2.62144145e-004
1.08004805e+004, 3.88598511e+003, 2.57335006e-004, -8.77972336e+001, 1.49361943e+002, -3.88311360e+003, 9.89094284e-006, 2.57144851e-004
1.05538369e+004, 3.98704297e+003, 2.50812446e-004, -8.77534103e+001, 1.56293440e+002, -3.98397841e+003, 9.83193315e-006, 2.50619665e-004
1.03127959e+004, 4.09072998e+003, 2.44455147e-004, -8.77974777e+001, 1.57214111e+002, -4.08770785e+003, 9.39485100e-006, 2.44274550e-004
1.00772979e+004, 4.19711182e+003, 2.38259080e-004, -8.77536469e+001, 1.64510898e+002, -4.19388647e+003, 9.33885417e-006, 2.38075986e-004
9.84710449e+003, 4.27871094e+003, 2.33715251e-004, -8.73582611e+001, 1.97208813e+002, -4.27416377e+003, 1.07721012e-005, 2.33466872e-004
9.62221582e+003, 4.33399023e+003, 2.30734253e-004, -8.69628677e+001, 2.29628400e+002, -4.32790274e+003, 1.22250246e-005, 2.30410165e-004
9.40251367e+003, 4.41825000e+003, 2.26333956e-004, -8.75342712e+001, 1.90081081e+002, -4.41415929e+003, 9.73729484e-006, 2.26124401e-004
9.18775781e+003, 4.53314990e+003, 2.20597161e-004, -8.77101593e+001, 1.81120288e+002, -4.52953016e+003, 8.81387608e-006, 2.20421013e-004
8.97794922e+003, 4.63613623e+003, 2.15696854e-004, -8.77981567e+001, 1.78120152e+002, -4.63271328e+003, 8.28706372e-006, 2.15537601e-004
8.77290918e+003, 4.75670313e+003, 2.10229643e-004, -8.77543182e+001, 1.86389064e+002, -4.75304994e+003, 8.23774477e-006, 2.10068185e-004
8.57251855e+003, 4.86476807e+003, 2.05559646e-004, -8.76225815e+001, 2.01799701e+002, -4.86058075e+003, 8.52699952e-006, 2.05382712e-004
8.37671777e+003, 4.97528809e+003, 2.00993386e-004, -8.76226807e+001, 2.06375673e+002, -4.97100600e+003, 8.33723489e-006, 2.00820397e-004
8.18544629e+003, 5.08831885e+003, 1.96528565e-004, -8.74030533e+001, 2.30550471e+002, -5.08309307e+003, 8.90466074e-006, 1.96326727e-004
7.99852588e+003, 5.17062402e+003, 1.93400254e-004, -8.74031372e+001, 2.34272132e+002, -5.16531406e+003, 8.76263477e-006, 1.93201642e-004
7.81583789e+003, 5.28809277e+003, 1.89104095e-004, -8.74911270e+001, 2.31481514e+002, -5.28302390e+003, 8.27786201e-006, 1.88922830e-004
7.63732178e+003, 5.40822998e+003, 1.84903379e-004, -8.73154373e+001, 2.53306977e+002, -5.40229461e+003, 8.66037803e-006, 1.84700454e-004
7.46291846e+003, 5.49570898e+003, 1.81960144e-004, -8.72715836e+001, 2.61605941e+002, -5.48947899e+003, 8.66164037e-006, 1.81753872e-004
7.29244922e+003, 5.62056396e+003, 1.77918089e-004, -8.75792923e+001, 2.37394364e+002, -5.61554834e+003, 7.51468212e-006, 1.77759320e-004
7.12591406e+003, 5.72983691e+003, 1.74525037e-004, -8.76672668e+001, 2.33219415e+002, -5.72508863e+003, 7.10362749e-006, 1.74380409e-004
6.96319336e+003, 5.87884619e+003, 1.70101406e-004, -8.77552414e+001, 2.30265038e+002, -5.87433490e+003, 6.66260100e-006, 1.69970874e-004
6.80416797e+003, 5.99314014e+003, 1.66857437e-004, -8.77553177e+001, 2.34733775e+002, -5.98854145e+003, 6.53531789e-006, 1.66729403e-004
6.64877881e+003, 6.12929492e+003, 1.63150903e-004, -8.78432922e+001, 2.30662304e+002, -6.12495315e+003, 6.13981927e-006, 1.63035333e-004
6.49690625e+003, 6.26854297e+003, 1.59526704e-004, -8.77554779e+001, 2.45502983e+002, -6.26373365e+003, 6.24774880e-006, 1.59404313e-004
6.34855029e+003, 6.41095508e+003, 1.55982999e-004, -8.77994995e+001, 2.46158479e+002, -6.40622752e+003, 5.98920712e-006, 1.55867974e-004
6.20353223e+003, 6.55660205e+003, 1.52518026e-004, -8.76677322e+001, 2.66817715e+002, -6.55117079e+003, 6.20664649e-006, 1.52391685e-004
6.06185205e+003, 6.70555811e+003, 1.49130018e-004, -8.77556992e+001, 2.62592493e+002, -6.70041452e+003, 5.83999461e-006, 1.49015626e-004
