Exported from: CypherGraph V1.28.0
Acquired by  : CypherGraph V1.28.0 | C60-0504-0552 V1.23.10 : 5/17/2021
Graph title  : Title
Points       : 300
Pen legend   : 2:34:57 PM
Resonance    : F1:2.87206281e+005 F2:2.50030578e+005 Fr:2.61854469e+005 Zr:1.21450996e+002 Q:7.04369916e+000
Capacitance  : 3.80778221e-009 F at 2.42446055e+004 Hz
Frequency (Hz), Impedance (Ohms), Admittance (S), Phase angle (Degrees), Resistance (Ohms), Reactance (S), Conductance (S), Susceptance (S)
9.99999875e+005, 5.05414696e+001, 1.97857326e-002, -8.68101807e+001, 2.81233434e+000, -5.04631640e+001, 1.10095918e-003, 1.97550779e-002
9.77161875e+005, 5.21909103e+001, 1.91604246e-002, -8.63383789e+001, 3.33311256e+000, -5.20843689e+001, 1.22365851e-003, 1.91213109e-002
9.54845500e+005, 5.33774490e+001, 1.87345034e-002, -8.61299896e+001, 3.60260821e+000, -5.32557347e+001, 1.26444926e-003, 1.86917839e-002
9.33038625e+005, 5.42414513e+001, 1.84360849e-002, -8.59213409e+001, 3.85797328e+000, -5.41040763e+001, 1.31128355e-003, 1.83893926e-002
9.11729875e+005, 5.52967300e+001, 1.80842520e-002, -8.61079483e+001, 3.75336991e+000, -5.51691994e+001, 1.22750273e-003, 1.80425444e-002
8.90907750e+005, 5.69182816e+001, 1.75690476e-002, -8.64700928e+001, 3.50443225e+000, -5.68102960e+001, 1.08171813e-003, 1.75357156e-002
8.70561188e+005, 5.89648895e+001, 1.69592449e-002, -8.63925400e+001, 3.71009821e+000, -5.88480532e+001, 1.06708356e-003, 1.69256409e-002
8.50679250e+005, 6.03054199e+001, 1.65822575e-002, -8.61389771e+001, 4.06076028e+000, -6.01685458e+001, 1.11659238e-003, 1.65446210e-002
8.31251375e+005, 6.20738487e+001, 1.61098437e-002, -8.58412323e+001, 4.50162477e+000, -6.19104036e+001, 1.16829346e-003, 1.60674252e-002
8.12267250e+005, 6.36892700e+001, 1.57012319e-002, -8.54553833e+001, 5.04644349e+000, -6.34890268e+001, 1.24409307e-003, 1.56518662e-002
7.93716688e+005, 6.49283676e+001, 1.54015885e-002, -8.39706726e+001, 6.81991374e+000, -6.45692008e+001, 1.61774443e-003, 1.53163909e-002
7.75589750e+005, 6.36892700e+001, 1.57012319e-002, -8.49466934e+001, 5.60991267e+000, -6.34417213e+001, 1.38300439e-003, 1.56402041e-002
7.57876750e+005, 6.57677917e+001, 1.52050110e-002, -8.68453369e+001, 3.61929648e+000, -6.56681287e+001, 8.36753698e-004, 1.51819697e-002
7.40568375e+005, 6.83517532e+001, 1.46302026e-002, -8.73814926e+001, 3.12269551e+000, -6.82803848e+001, 6.68390581e-004, 1.46149267e-002
7.23655313e+005, 7.12657394e+001, 1.40319880e-002, -8.75219269e+001, 3.08132049e+000, -7.11990947e+001, 6.06701797e-004, 1.40188659e-002
7.07128375e+005, 7.40657120e+001, 1.35015242e-002, -8.73985138e+001, 3.36176124e+000, -7.39893793e+001, 6.12819338e-004, 1.34876094e-002
6.90978938e+005, 7.69756927e+001, 1.29911140e-002, -8.72309418e+001, 3.71872432e+000, -7.68858138e+001, 6.27605545e-004, 1.29759452e-002
6.75198375e+005, 7.97434998e+001, 1.25402071e-002, -8.68434601e+001, 4.39100805e+000, -7.96225144e+001, 6.90515846e-004, 1.25211813e-002
6.59778188e+005, 8.23459473e+001, 1.21438885e-002, -8.61042404e+001, 5.59470327e+000, -8.21556713e+001, 8.25073423e-004, 1.21158277e-002
6.44710188e+005, 8.44889526e+001, 1.18358669e-002, -8.61119080e+001, 5.72902161e+000, -8.42944923e+001, 8.02565723e-004, 1.18086254e-002
6.29986188e+005, 8.86585007e+001, 1.12792343e-002, -8.55041733e+001, 6.94962802e+000, -8.83857025e+001, 8.84139502e-004, 1.12445286e-002
6.15598563e+005, 9.09657669e+001, 1.09931465e-002, -8.39294586e+001, 9.61988624e+000, -9.04556717e+001, 1.16255622e-003, 1.09315018e-002
6.01539500e+005, 9.21418228e+001, 1.08528350e-002, -8.35850525e+001, 1.02948387e+001, -9.15649049e+001, 1.21256757e-003, 1.07848833e-002
5.87801563e+005, 9.66890488e+001, 1.03424329e-002, -8.35041580e+001, 1.09385393e+001, -9.60683117e+001, 1.17005090e-003, 1.02760352e-002
5.74377313e+005, 1.00811096e+002, 9.91954296e-003, -8.07424393e+001, 1.62177641e+001, -9.94980464e+001, 1.59578473e-003, 9.79034237e-003
5.61259688e+005, 1.00811096e+002, 9.91954296e-003, -7.76289978e+001, 2.15978699e+001, -9.84703464e+001, 2.12517279e-003, 9.68921943e-003
