Exported from: CypherGraph V1.28.0
Acquired by  : CypherGraph V1.28.0 | C60-0504-0552 V1.23.10 : 5/14/2021
Graph title  : Title
Points       : 300
Pen legend   : 3:21:11 PM
Resonance    : F1:2.87206281e+005 F2:2.50030578e+005 Fr:2.61854469e+005 Zr:1.10625801e+002 Q:7.04369916e+000
Capacitance  : 4.02726485e-009 F at 2.48112090e+004 Hz
Frequency (Hz), Impedance (Ohms), Admittance (S), Phase angle (Degrees), Resistance (Ohms), Reactance (S), Conductance (S), Susceptance (S)
9.99999875e+005, 5.15405693e+001, 1.94021916e-002, -8.70738525e+001, 2.63107956e+000, -5.14733689e+001, 9.90456845e-004, 1.93768943e-002
9.77161875e+005, 5.30508995e+001, 1.88498218e-002, -8.67778320e+001, 2.98187443e+000, -5.29670309e+001, 1.05950704e-003, 1.88200219e-002
9.54845500e+005, 5.49570999e+001, 1.81960111e-002, -8.62618332e+001, 3.58304035e+000, -5.48401737e+001, 1.18632610e-003, 1.81572974e-002
9.33038625e+005, 5.62056389e+001, 1.77918091e-002, -8.51742706e+001, 4.72831748e+000, -5.60064001e+001, 1.49674168e-003, 1.77287404e-002
9.11729875e+005, 5.65675507e+001, 1.76779795e-002, -8.47016983e+001, 5.22350833e+000, -5.63258622e+001, 1.63240360e-003, 1.76024492e-002
8.90907750e+005, 5.76673088e+001, 1.73408474e-002, -8.54593506e+001, 4.56531064e+000, -5.74863153e+001, 1.37281168e-003, 1.72864217e-002
8.70561188e+005, 5.97393799e+001, 1.67393770e-002, -8.57773132e+001, 4.39879494e+000, -5.95772113e+001, 1.23257200e-003, 1.66939363e-002
8.50679250e+005, 6.24845886e+001, 1.60039463e-002, -8.52600708e+001, 5.16329159e+000, -6.22708940e+001, 1.32245475e-003, 1.59492135e-002
8.31251375e+005, 6.51465530e+001, 1.53500063e-002, -8.35121307e+001, 7.36109475e+000, -6.47293415e+001, 1.73444097e-003, 1.52517018e-002
8.12267250e+005, 6.57767715e+001, 1.52029353e-002, -7.94788132e+001, 1.20107793e+001, -6.46708965e+001, 2.77604231e-003, 1.49473352e-002
7.93716688e+005, 5.87884598e+001, 1.70101412e-002, -8.02792664e+001, 9.92620012e+000, -5.79444005e+001, 2.87209541e-003, 1.67659169e-002
7.75589750e+005, 6.07056808e+001, 1.64729229e-002, -8.57377014e+001, 4.51180094e+000, -6.05377844e+001, 1.22430962e-003, 1.64273630e-002
7.57876750e+005, 6.43156204e+001, 1.55483224e-002, -8.71529617e+001, 3.19454052e+000, -6.42362354e+001, 7.72281220e-004, 1.55291310e-002
7.40568375e+005, 6.77042770e+001, 1.47701156e-002, -8.76451569e+001, 2.78184662e+000, -6.76471024e+001, 6.06877409e-004, 1.47576426e-002
7.23655313e+005, 7.10431213e+001, 1.40759581e-002, -8.76537628e+001, 2.90837185e+000, -7.09835647e+001, 5.76243267e-004, 1.40641580e-002
7.07128375e+005, 7.38323669e+001, 1.35441953e-002, -8.76621780e+001, 3.01172337e+000, -7.37709152e+001, 5.52486279e-004, 1.35329223e-002
6.90978938e+005, 7.69777527e+001, 1.29907664e-002, -8.76264496e+001, 3.18798912e+000, -7.69117100e+001, 5.38005078e-004, 1.29796210e-002
6.75198375e+005, 8.02571487e+001, 1.24599492e-002, -8.75465927e+001, 3.43556382e+000, -8.01835820e+001, 5.33372434e-004, 1.24485280e-002
6.59778188e+005, 8.42150269e+001, 1.18743654e-002, -8.72907562e+001, 3.98064265e+000, -8.41208965e+001, 5.61272816e-004, 1.18610930e-002
6.44710188e+005, 8.83681107e+001, 1.13162994e-002, -8.68150330e+001, 4.90969136e+000, -8.82316151e+001, 6.28728363e-004, 1.12988200e-002
6.29986188e+005, 9.36230164e+001, 1.06811342e-002, -8.58557281e+001, 6.76596078e+000, -9.33782146e+001, 7.71905647e-004, 1.06532056e-002
6.15598563e+005, 9.91904297e+001, 1.00816178e-002, -8.43249664e+001, 9.80855955e+000, -9.87042730e+001, 9.96932353e-004, 1.00322053e-002
6.01539500e+005, 1.05088898e+002, 9.51575306e-003, -8.12120132e+001, 1.60553379e+001, -1.03855200e+002, 1.45380372e-003, 9.40404227e-003
5.87801563e+005, 1.12055099e+002, 8.92418109e-003, -7.65607986e+001, 2.60431084e+001, -1.08986705e+002, 2.07409941e-003, 8.67981105e-003
5.74377313e+005, 1.07476402e+002, 9.30436802e-003, -6.70315018e+001, 4.19399755e+001, -9.89556239e+001, 3.63079670e-003, 8.56671346e-003
5.61259688e+005, 9.42258606e+001, 1.06127977e-002, -6.65547791e+001, 3.74898419e+001, -8.64466573e+001, 4.22253622e-003, 9.73661459e-003
5.48441563e+005, 8.53030472e+001, 1.17229106e-002, -6.54626770e+001, 3.54251537e+001, -7.75994094e+001, 4.86835964e-003, 1.06642256e-002
5.35916250e+005, 7.57524338e+001, 1.32008960e-002, -7.10061569e+001, 2.46548832e+001, -7.16279831e+001, 4.29645006e-003, 1.24821541e-002
5.23677000e+005, 7.84743271e+001, 1.27430210e-002, -7.86588821e+001, 1.54319626e+001, -7.69420207e+001, 2.50591284e-003, 1.24941981e-002
5.11717250e+005, 8.20804672e+001, 1.21831665e-002, -8.05106735e+001, 1.35321035e+001, -8.09573053e+001, 2.00856398e-003, 1.20164561e-002
5.00030563e+005, 8.50297318e+001, 1.17605922e-002, -8.35488510e+001, 9.55360415e+000, -8.44913246e+001, 1.32137360e-003, 1.16861243e-002
4.88610875e+005, 9.00861282e+001, 1.11004882e-002, -8.57079926e+001, 6.74201182e+000, -8.98334892e+001, 8.30756342e-004, 1.10693578e-002
4.77451969e+005, 9.54432068e+001, 1.04774350e-002, -8.68123093e+001, 5.30731054e+000, -9.52955307e+001, 5.82618746e-004, 1.04612237e-002
4.66547844e+005, 1.01443901e+002, 9.85766507e-003, -8.73012619e+001, 4.77643037e+000, -1.01331391e+002, 4.64142746e-004, 9.84673205e-003
4.55892875e+005, 1.06105499e+002, 9.42458220e-003, -8.75703583e+001, 4.49808162e+000, -1.06010114e+002, 3.99531978e-004, 9.41610981e-003
4.45481188e+005, 1.11338203e+002, 8.98164304e-003, -8.75317230e+001, 4.79491740e+000, -1.11234906e+002, 3.86805563e-004, 8.97331005e-003
4.35307250e+005, 1.16081398e+002, 8.61464470e-003, -8.73171768e+001, 5.43342076e+000, -1.15954167e+002, 4.03225583e-004, 8.60520264e-003
4.25365688e+005, 1.21026604e+002, 8.26264614e-003, -8.70585709e+001, 6.21048933e+000, -1.20867153e+002, 4.23998312e-004, 8.25176022e-003
4.15651156e+005, 1.26588203e+002, 7.89963024e-003, -8.65361710e+001, 7.64825704e+000, -1.26356944e+002, 4.77283040e-004, 7.88519872e-003
4.06158438e+005, 1.30716507e+002, 7.65014322e-003, -8.55742111e+001, 1.00871046e+001, -1.30326726e+002, 5.90344681e-004, 7.62733141e-003
3.96882656e+005, 1.32830902e+002, 7.52836866e-003, -8.49197617e+001, 1.17622761e+001, -1.32309098e+002, 6.66642699e-004, 7.49879471e-003
3.87818688e+005, 1.33686203e+002, 7.48020347e-003, -8.57593384e+001, 9.88555354e+000, -1.33320204e+002, 5.53130766e-004, 7.45972455e-003
3.78961563e+005, 1.40729797e+002, 7.10581567e-003, -8.67306519e+001, 8.02581050e+000, -1.40500755e+002, 4.05244171e-004, 7.09425074e-003
3.70306844e+005, 1.47196793e+002, 6.79362629e-003, -8.61198273e+001, 9.96081237e+000, -1.46859382e+002, 4.59724941e-004, 6.77805364e-003
3.61849781e+005, 1.54455795e+002, 6.47434431e-003, -8.58604736e+001, 1.11494730e+001, -1.54052854e+002, 4.67353956e-004, 6.45745419e-003
3.53585906e+005, 1.58981903e+002, 6.29002409e-003, -8.57767868e+001, 1.17077850e+001, -1.58550223e+002, 4.63211525e-004, 6.27294493e-003
3.45510656e+005, 1.67358398e+002, 5.97520058e-003, -8.51217194e+001, 1.42320290e+001, -1.66752160e+002, 5.08126445e-004, 5.95355604e-003
3.37619844e+005, 1.77310501e+002, 5.63982389e-003, -8.49938965e+001, 1.54724447e+001, -1.76634134e+002, 4.92141541e-004, 5.61831026e-003
3.29909250e+005, 1.92122299e+002, 5.20501787e-003, -8.39870911e+001, 2.01252969e+001, -1.91065304e+002, 5.45238789e-004, 5.17638152e-003
3.22374750e+005, 2.06839493e+002, 4.83466666e-003, -8.13102570e+001, 3.12501090e+001, -2.04465172e+002, 7.30440101e-004, 4.77916928e-003
3.15012406e+005, 2.17737503e+002, 4.59268608e-003, -7.77983932e+001, 4.60193016e+001, -2.12818806e+002, 9.70674336e-004, 4.48893716e-003
3.07818188e+005, 2.35170395e+002, 4.25223592e-003, -7.36712036e+001, 6.61179363e+001, -2.25684588e+002, 1.19551215e-003, 4.08071820e-003
3.00788156e+005, 2.48356796e+002, 4.02646521e-003, -6.22929497e+001, 1.15473739e+002, -2.19879317e+002, 1.87210899e-003, 3.56477629e-003
2.93918781e+005, 2.35926300e+002, 4.23861180e-003, -6.32192993e+001, 1.06302931e+002, -2.10620288e+002, 1.90982039e-003, 3.78396830e-003
