Exported from: CypherGraph V1.28.0
Acquired by  : CypherGraph V1.28.0 | C60-0504-0552 V1.23.10 : 5/17/2021
Graph title  : Title
Points       : 300
Pen legend   : 1:16:48 PM
Resonance    : F1:2.87206281e+005 F2:2.50030578e+005 Fr:2.61854469e+005 Zr:1.03786201e+002 Q:7.04369916e+000
Capacitance  : 3.99613486e-009 F at 1.96930762e+004 Hz
Frequency (Hz), Impedance (Ohms), Admittance (S), Phase angle (Degrees), Resistance (Ohms), Reactance (S), Conductance (S), Susceptance (S)
9.99999875e+005, 5.23432999e+001, 1.91046419e-002, -8.69859619e+001, 2.75224367e+000, -5.22708924e+001, 1.00453410e-003, 1.90782141e-002
9.77161875e+005, 5.40527496e+001, 1.85004464e-002, -8.67338867e+001, 3.07957773e+000, -5.39649511e+001, 1.05403635e-003, 1.84703959e-002
9.54845500e+005, 5.58180389e+001, 1.79153553e-002, -8.62618332e+001, 3.63917102e+000, -5.56992810e+001, 1.16802817e-003, 1.78772388e-002
9.33038625e+005, 5.72716789e+001, 1.74606371e-002, -8.50424271e+001, 4.94930651e+000, -5.70574235e+001, 1.50891412e-003, 1.73953162e-002
9.11729875e+005, 5.74560318e+001, 1.74046130e-002, -8.46577530e+001, 5.34943001e+000, -5.72064611e+001, 1.62045231e-003, 1.73290129e-002
8.90907750e+005, 5.87631912e+001, 1.70174556e-002, -8.54593506e+001, 4.65206766e+000, -5.85787582e+001, 1.34720993e-003, 1.69640450e-002
8.70561188e+005, 6.10735893e+001, 1.63736897e-002, -8.57773132e+001, 4.49703690e+000, -6.09077989e+001, 1.20564531e-003, 1.63292417e-002
8.50679250e+005, 6.36791382e+001, 1.57037301e-002, -8.52600708e+001, 5.26200085e+000, -6.34613582e+001, 1.29764698e-003, 1.56500240e-002
8.31251375e+005, 6.63958511e+001, 1.50611820e-002, -8.35560837e+001, 7.45164667e+000, -6.59763746e+001, 1.69032560e-003, 1.49660283e-002
8.12267250e+005, 6.68239670e+001, 1.49646907e-002, -7.92590866e+001, 1.24538642e+001, -6.56532088e+001, 2.78894286e-003, 1.47025089e-002
7.93716688e+005, 5.99072495e+001, 1.66924706e-002, -8.02792664e+001, 1.01151034e+001, -5.90471271e+001, 2.81845798e-003, 1.64528073e-002
7.75589750e+005, 6.18637314e+001, 1.61645600e-002, -8.57377014e+001, 4.59787021e+000, -6.16926321e+001, 1.20139131e-003, 1.61198530e-002
7.57876750e+005, 6.55478210e+001, 1.52560373e-002, -8.71529617e+001, 3.25574361e+000, -6.54669151e+001, 7.57763492e-004, 1.52372067e-002
7.40568375e+005, 6.87849274e+001, 1.45380687e-002, -8.76012192e+001, 2.87895143e+000, -6.87246526e+001, 6.08482052e-004, 1.45253293e-002
