Exported from: CypherGraph V1.28.0
Acquired by  : CypherGraph V1.28.0 | C60-0504-0552 V1.23.10 : 5/17/2021
Graph title  : Title
Points       : 300
Pen legend   : 2:02:50 PM
Resonance    : F1:2.87206281e+005 F2:2.50030578e+005 Fr:2.61854469e+005 Zr:1.12776604e+002 Q:7.04369916e+000
Capacitance  : 3.78178768e-009 F at 2.65918379e+004 Hz
Frequency (Hz), Impedance (Ohms), Admittance (S), Phase angle (Degrees), Resistance (Ohms), Reactance (S), Conductance (S), Susceptance (S)
9.99999875e+005, 5.35641212e+001, 1.86692132e-002, -8.69420166e+001, 2.85746073e+000, -5.34878491e+001, 9.95937996e-004, 1.86426294e-002
9.77161875e+005, 5.51337509e+001, 1.81377103e-002, -8.66460037e+001, 3.22559190e+000, -5.50393136e+001, 1.06114404e-003, 1.81066426e-002
9.54845500e+005, 5.71147804e+001, 1.75086027e-002, -8.60860367e+001, 3.89856525e+000, -5.69815701e+001, 1.19510974e-003, 1.74677669e-002
9.33038625e+005, 5.87884598e+001, 1.70101412e-002, -8.46469269e+001, 5.48454520e+000, -5.85320661e+001, 1.58692520e-003, 1.69359550e-002
9.11729875e+005, 5.87884598e+001, 1.70101412e-002, -8.42622528e+001, 5.87739293e+000, -5.84939249e+001, 1.70059369e-003, 1.69249190e-002
8.90907750e+005, 5.97393799e+001, 1.67393770e-002, -8.51077881e+001, 5.09466341e+000, -5.95217432e+001, 1.42755903e-003, 1.66783937e-002
8.70561188e+005, 6.22843895e+001, 1.60553874e-002, -8.54257431e+001, 4.96724618e+000, -6.20860020e+001, 1.28043419e-003, 1.60042479e-002
8.50679250e+005, 6.51465530e+001, 1.53500063e-002, -8.48206177e+001, 5.88105354e+000, -6.48805563e+001, 1.38570968e-003, 1.52873314e-002
8.31251375e+005, 6.81402283e+001, 1.46756186e-002, -8.28090134e+001, 8.52960023e+000, -6.76042649e+001, 1.83705225e-003, 1.45601861e-002
8.12267250e+005, 6.81402283e+001, 1.46756186e-002, -7.80725632e+001, 1.40827272e+001, -6.66690896e+001, 3.03305021e-003, 1.43587739e-002
7.93716688e+005, 6.01240387e+001, 1.66322826e-002, -7.95761414e+001, 1.08781642e+001, -5.91317645e+001, 3.00925727e-003, 1.63577869e-002
7.75589750e+005, 6.20848198e+001, 1.61069969e-002, -8.53861389e+001, 4.99410689e+000, -6.18836307e+001, 1.29564787e-003, 1.60548013e-002
