Exported from: CypherGraph V1.28.0
Acquired by  : CypherGraph V1.28.0 | C60-0504-0552 V1.23.10 : 5/14/2021
Graph title  : Title
Points       : 300
Pen legend   : 2:42:44 PM
Resonance    : F1:2.87206281e+005 F2:2.50030578e+005 Fr:2.61854469e+005 Zr:1.08539200e+002 Q:7.04369916e+000
Capacitance  : 4.04721322e-009 F at 2.42446055e+004 Hz
Frequency (Hz), Impedance (Ohms), Admittance (S), Phase angle (Degrees), Resistance (Ohms), Reactance (S), Conductance (S), Susceptance (S)
4.92387988e+003, 7.74716797e+003, 1.29079427e-004, -8.77123337e+001, 3.09241393e+002, -7.74099356e+003, 5.15242497e-006, 1.28976552e-004
4.81140625e+003, 7.92329590e+003, 1.26210104e-004, -8.76684418e+001, 3.22336615e+002, -7.91673651e+003, 5.13449683e-006, 1.26105620e-004
4.70149512e+003, 8.12949414e+003, 1.23008884e-004, -8.76245575e+001, 3.36946531e+002, -8.12250836e+003, 5.09840047e-006, 1.22903181e-004
4.59414697e+003, 8.31431348e+003, 1.20274512e-004, -8.76246109e+001, 3.44599072e+002, -8.30716920e+003, 4.98495583e-006, 1.20171164e-004
4.48924316e+003, 8.50333496e+003, 1.17600918e-004, -8.75807190e+001, 3.58941697e+002, -8.49575578e+003, 4.96415505e-006, 1.17496098e-004
4.38672314e+003, 8.69665430e+003, 1.14986748e-004, -8.75807724e+001, 3.67093970e+002, -8.68890315e+003, 4.85369896e-006, 1.14884263e-004
4.28652783e+003, 8.89436816e+003, 1.12430696e-004, -8.75808334e+001, 3.75430192e+002, -8.88644120e+003, 4.74568590e-006, 1.12330494e-004
4.18859717e+003, 9.12583691e+003, 1.09578991e-004, -8.75808716e+001, 3.85194389e+002, -9.11770391e+003, 4.62524290e-006, 1.09481333e-004
4.09293164e+003, 9.33330762e+003, 1.07143152e-004, -8.75809174e+001, 3.93944114e+002, -9.32499003e+003, 4.52234255e-006, 1.07047669e-004
3.99947168e+003, 9.57620020e+003, 1.04425553e-004, -8.74930801e+001, 4.18863441e+002, -9.56703526e+003, 4.56757853e-006, 1.04325612e-004
3.90815723e+003, 9.79391016e+003, 1.02104265e-004, -8.74491806e+001, 4.35882787e+002, -9.78420576e+003, 4.54420053e-006, 1.02003094e-004
3.81886938e+003, 1.00165703e+004, 9.98345710e-005, -8.74492264e+001, 4.45784392e+002, -1.00066456e+004, 4.44310699e-006, 9.97356524e-005
3.73166797e+003, 1.02772402e+004, 9.73023864e-005, -8.74492722e+001, 4.57377224e+002, -1.02670577e+004, 4.33033522e-006, 9.72059802e-005
3.64643335e+003, 1.05447002e+004, 9.48343700e-005, -8.75372009e+001, 4.53113333e+002, -1.05349604e+004, 4.07510092e-006, 9.47467746e-005
3.56316553e+003, 1.08191201e+004, 9.24289581e-005, -8.74493637e+001, 4.81475719e+002, -1.08084014e+004, 4.11330114e-006, 9.23373871e-005
3.48180542e+003, 1.11006797e+004, 9.00845739e-005, -8.75372772e+001, 4.76989403e+002, -1.10904270e+004, 3.87087893e-006, 9.00013709e-005
3.40229272e+003, 1.13895596e+004, 8.77997076e-005, -8.74494400e+001, 5.06846435e+002, -1.13782764e+004, 3.90717205e-006, 8.77127280e-005
3.32456812e+003, 1.16859697e+004, 8.55727016e-005, -8.74055328e+001, 5.28983195e+002, -1.16739910e+004, 3.87357850e-006, 8.54849849e-005
3.24863184e+003, 1.19516396e+004, 8.36705280e-005, -8.72737427e+001, 5.68470343e+002, -1.19381126e+004, 3.97972288e-006, 8.35758282e-005
3.17442407e+003, 1.22626699e+004, 8.15483093e-005, -8.72298279e+001, 5.92652262e+002, -1.22483402e+004, 3.94121266e-006, 8.14530147e-005
3.10194482e+003, 1.25817998e+004, 7.94798849e-005, -8.71859207e+001, 6.17706038e+002, -1.25666275e+004, 3.90208123e-006, 7.93840403e-005
3.03113452e+003, 1.29092305e+004, 7.74639513e-005, -8.70980606e+001, 6.53552325e+002, -1.28926762e+004, 3.92174774e-006, 7.73646149e-005
2.96187402e+003, 1.32027100e+004, 7.57420259e-005, -8.70541534e+001, 6.78514627e+002, -1.31852633e+004, 3.89253968e-006, 7.56419369e-005
2.89422266e+003, 1.35462998e+004, 7.38208968e-005, -8.70541916e+001, 6.96163414e+002, -1.35283996e+004, 3.79375979e-006, 7.37233490e-005
2.82812109e+003, 1.38542695e+004, 7.21799152e-005, -8.71421127e+001, 6.90758112e+002, -1.38370386e+004, 3.59880843e-006, 7.20901431e-005
2.76356934e+003, 1.42148203e+004, 7.03491130e-005, -8.71860886e+001, 6.97837923e+002, -1.41976808e+004, 3.45359827e-006, 7.02642893e-005
2.70044800e+003, 1.45847500e+004, 6.85647680e-005, -8.71421814e+001, 7.27161580e+002, -1.45666114e+004, 3.41847923e-006, 6.84794963e-005
2.63875708e+003, 1.49163203e+004, 6.70406628e-005, -8.72301025e+001, 7.20831207e+002, -1.48988930e+004, 3.23974016e-006, 6.69623368e-005
2.57849683e+003, 1.53045098e+004, 6.53402177e-005, -8.72301331e+001, 7.39582321e+002, -1.52866294e+004, 3.15753138e-006, 6.52638801e-005
2.51960742e+003, 1.57027998e+004, 6.36829108e-005, -8.72301636e+001, 7.58821122e+002, -1.56844545e+004, 3.07740903e-006, 6.36085111e-005
2.46208911e+003, 1.61114502e+004, 6.20676592e-005, -8.72741318e+001, 7.66219171e+002, -1.60932202e+004, 2.95177838e-006, 6.19974300e-005
2.40582227e+003, 1.65307402e+004, 6.04933588e-005, -8.72302170e+001, 7.98815074e+002, -1.65114284e+004, 2.92322099e-006, 6.04226881e-005
2.35086670e+003, 1.69065508e+004, 5.91486704e-005, -8.72302475e+001, 8.16966375e+002, -1.68868003e+004, 2.85821014e-006, 5.90795722e-005
2.29722266e+003, 1.72909199e+004, 5.78338229e-005, -8.72302704e+001, 8.35533144e+002, -1.72707208e+004, 2.79465038e-006, 5.77662618e-005
2.24471094e+003, 1.77409004e+004, 5.63669249e-005, -8.72303009e+001, 8.57267696e+002, -1.77201760e+004, 2.72373683e-006, 5.63010789e-005
2.19345093e+003, 1.82025898e+004, 5.49372374e-005, -8.72303238e+001, 8.79569980e+002, -1.81813265e+004, 2.65463021e-006, 5.48730626e-005
2.14338306e+003, 1.86763008e+004, 5.35437939e-005, -8.72303467e+001, 9.02452783e+002, -1.86544844e+004, 2.58727606e-006, 5.34812478e-005
2.09444751e+003, 1.91623301e+004, 5.21857204e-005, -8.71864319e+001, 9.40607768e+002, -1.91392307e+004, 2.56160361e-006, 5.21228127e-005
2.04658496e+003, 1.96610195e+004, 5.08620623e-005, -8.71425095e+001, 9.80140090e+002, -1.96365734e+004, 2.53557280e-006, 5.07988213e-005
1.99985498e+003, 2.01726797e+004, 4.95719962e-005, -8.71425323e+001, 1.00563930e+003, -2.01475978e+004, 2.47124071e-006, 4.95103603e-005
1.95419775e+003, 2.07642305e+004, 4.81597429e-005, -8.70107193e+001, 1.08283644e+003, -2.07359768e+004, 2.51148843e-006, 4.80942123e-005
1.90955396e+003, 2.12363008e+004, 4.70891805e-005, -8.68789063e+001, 1.15624068e+003, -2.12048008e+004, 2.56383758e-006, 4.70193328e-005
1.86592334e+003, 2.15800391e+004, 4.63391191e-005, -8.65713120e+001, 1.29061982e+003, -2.15414110e+004, 2.77136596e-006, 4.62561724e-005
1.82330603e+003, 2.20706602e+004, 4.53090208e-005, -8.67910614e+001, 1.23545528e+003, -2.20360543e+004, 2.53627525e-006, 4.52379782e-005
1.78170203e+003, 2.26450293e+004, 4.41598016e-005, -8.69229202e+001, 1.21557069e+003, -2.26123802e+004, 2.37046991e-006, 4.40961330e-005
1.74099194e+003, 2.32343496e+004, 4.30397242e-005, -8.70547791e+001, 1.19380802e+003, -2.32036597e+004, 2.21143130e-006, 4.29828737e-005
1.70123572e+003, 2.38390000e+004, 4.19480683e-005, -8.70108490e+001, 1.24312909e+003, -2.38065653e+004, 2.18746021e-006, 4.18909949e-005
1.66237354e+003, 2.44593906e+004, 4.08840930e-005, -8.69669266e+001, 1.29420498e+003, -2.44251269e+004, 2.16327534e-006, 4.08268208e-005
1.62440527e+003, 2.49352598e+004, 4.01038533e-005, -8.70108871e+001, 1.30027902e+003, -2.49013344e+004, 2.09126352e-006, 4.00492905e-005
1.58733118e+003, 2.55841797e+004, 3.90866548e-005, -8.69669571e+001, 1.35370665e+003, -2.55483410e+004, 2.06814779e-006, 3.90319017e-005
1.55103198e+003, 2.62499805e+004, 3.80952664e-005, -8.69230270e+001, 1.40903330e+003, -2.62121365e+004, 2.04485863e-006, 3.80403454e-005
1.51562695e+003, 2.68467598e+004, 3.72484430e-005, -8.70109482e+001, 1.39992792e+003, -2.68102352e+004, 1.94232510e-006, 3.71977671e-005
1.48099658e+003, 2.74571094e+004, 3.64204398e-005, -8.69230728e+001, 1.47380706e+003, -2.74175263e+004, 1.95492907e-006, 3.63679349e-005
1.44720068e+003, 2.81716602e+004, 3.54966656e-005, -8.68351974e+001, 1.55530499e+003, -2.81286946e+004, 1.95970492e-006, 3.54425285e-005
1.41412012e+003, 2.89048008e+004, 3.45963291e-005, -8.67473221e+001, 1.64004252e+003, -2.88582357e+004, 1.96297671e-006, 3.45405951e-005
1.38181445e+003, 2.95619395e+004, 3.38272799e-005, -8.68352432e+001, 1.63203614e+003, -2.95168549e+004, 1.86751425e-006, 3.37756903e-005
1.35028357e+003, 3.02340195e+004, 3.30753243e-005, -8.68352509e+001, 1.66913587e+003, -3.01879102e+004, 1.82599638e-006, 3.30248817e-005
1.31946802e+003, 3.10208301e+004, 3.22364037e-005, -8.67913208e+001, 1.73632113e+003, -3.09721986e+004, 1.80436012e-006, 3.21858665e-005
1.28930798e+003, 3.17260703e+004, 3.15198192e-005, -8.67913437e+001, 1.77578271e+003, -3.16763340e+004, 1.76423835e-006, 3.14704062e-005
1.25986328e+003, 3.25517207e+004, 3.07203422e-005, -8.67913513e+001, 1.82199197e+003, -3.25006902e+004, 1.71948566e-006, 3.06721828e-005
1.23107434e+003, 3.32917695e+004, 3.00374541e-005, -8.67034836e+001, 1.91438753e+003, -3.32366821e+004, 1.72725357e-006, 2.99877516e-005
1.20300049e+003, 3.41581602e+004, 2.92755815e-005, -8.68353271e+001, 1.88573132e+003, -3.41060687e+004, 1.61618426e-006, 2.92309360e-005
1.17552283e+003, 3.50471016e+004, 2.85330300e-005, -8.67034988e+001, 2.01531565e+003, -3.49891102e+004, 1.64073659e-006, 2.84858172e-005
1.14864111e+003, 3.59591719e+004, 2.78093167e-005, -8.67474594e+001, 2.04021761e+003, -3.59012472e+004, 1.57781881e-006, 2.77645203e-005
1.12241504e+003, 3.68949805e+004, 2.71039580e-005, -8.67474670e+001, 2.09330774e+003, -3.68355487e+004, 1.53779523e-006, 2.70602979e-005
1.09678503e+003, 3.78551406e+004, 2.64164915e-005, -8.66595993e+001, 2.20574214e+003, -3.77908239e+004, 1.53923529e-006, 2.63716093e-005
1.07175110e+003, 3.88402891e+004, 2.57464613e-005, -8.67035522e+001, 2.23339940e+003, -3.87760233e+004, 1.48047640e-006, 2.57038608e-005
1.04725354e+003, 3.98510781e+004, 2.50934240e-005, -8.66596222e+001, 2.32202547e+003, -3.97833712e+004, 1.46213283e-006, 2.50507903e-005
1.02335211e+003, 4.08881719e+004, 2.44569506e-005, -8.66156921e+001, 2.41375038e+003, -4.08168643e+004, 1.44376653e-006, 2.44142985e-005
9.99987122e+002, 4.19522500e+004, 2.38366238e-005, -8.66596527e+001, 2.44443335e+003, -4.18809745e+004, 1.38888946e-006, 2.37961261e-005
Points       : 300
Pen legend   : 2:44:48 PM
Resonance    : F1:2.87206281e+005 F2:2.50030578e+005 Fr:2.61854469e+005 Zr:1.08191200e+002 Q:7.04369916e+000
Capacitance  : 4.04728651e-009 F at 2.42446055e+004 Hz
Frequency (Hz), Impedance (Ohms), Admittance (S), Phase angle (Degrees), Resistance (Ohms), Reactance (S), Conductance (S), Susceptance (S)
9.99999875e+005, 5.03794212e+001, 1.98493745e-002, -8.70738525e+001, 2.57180445e+000, -5.03137348e+001, 1.01328496e-003, 1.98234942e-002
9.77161875e+005, 5.18567696e+001, 1.92838854e-002, -8.68217773e+001, 2.87504339e+000, -5.17770091e+001, 1.06913731e-003, 1.92542250e-002
9.54845500e+005, 5.37213783e+001, 1.86145633e-002, -8.63936615e+001, 3.37912458e+000, -5.36149980e+001, 1.17087332e-003, 1.85777023e-002
9.33038625e+005, 5.54746017e+001, 1.80262673e-002, -8.51742706e+001, 4.66681874e+000, -5.52779544e+001, 1.51646555e-003, 1.79623675e-002
9.11729875e+005, 5.52967300e+001, 1.80842520e-002, -8.46577530e+001, 5.14838874e+000, -5.50565386e+001, 1.68372993e-003, 1.80056997e-002
8.90907750e+005, 5.67357903e+001, 1.76255587e-002, -8.53714600e+001, 4.57831885e+000, -5.65507639e+001, 1.42230199e-003, 1.75680783e-002
8.70561188e+005, 5.87758293e+001, 1.70137965e-002, -8.59091415e+001, 4.19296785e+000, -5.86260789e+001, 1.21373535e-003, 1.69704484e-002
8.50679250e+005, 6.12815704e+001, 1.63181197e-002, -8.53919067e+001, 4.92334437e+000, -6.10834802e+001, 1.31099321e-003, 1.62653720e-002
8.31251375e+005, 6.38941307e+001, 1.56508898e-002, -8.36879120e+001, 7.02477696e+000, -6.35067906e+001, 1.72072159e-003, 1.55560107e-002
8.12267250e+005, 6.45126801e+001, 1.55008287e-002, -7.95667038e+001, 1.16826461e+001, -6.34460532e+001, 2.80705585e-003, 1.52445442e-002
7.93716688e+005, 5.78395996e+001, 1.72891930e-002, -8.00155869e+001, 1.00282449e+001, -5.69636163e+001, 2.99760481e-003, 1.70273474e-002
7.75589750e+005, 5.95357094e+001, 1.67966421e-002, -8.55619202e+001, 4.60697267e+000, -5.93571941e+001, 1.29975223e-003, 1.67462780e-002
7.57876750e+005, 6.32815208e+001, 1.58024015e-002, -8.71969070e+001, 3.09469972e+000, -6.32058044e+001, 7.72795706e-004, 1.57834939e-002
7.40568375e+005, 6.66180725e+001, 1.50109417e-002, -8.75572662e+001, 2.83931772e+000, -6.65575380e+001, 6.39778833e-004, 1.49973015e-002
7.23655313e+005, 6.94581528e+001, 1.43971580e-002, -8.77416534e+001, 2.73702476e+000, -6.94042051e+001, 5.67325452e-004, 1.43859758e-002
7.07128375e+005, 7.26522369e+001, 1.37642011e-002, -8.77061234e+001, 2.90790620e+000, -7.25940191e+001, 5.50912228e-004, 1.37531716e-002
6.90978938e+005, 7.57495575e+001, 1.32013972e-002, -8.77143402e+001, 3.02102181e+000, -7.56892918e+001, 5.26494284e-004, 1.31908943e-002
6.75198375e+005, 7.89789200e+001, 1.26616064e-002, -8.75465927e+001, 3.38084674e+000, -7.89065249e+001, 5.42004763e-004, 1.26500003e-002
6.59778188e+005, 8.28765564e+001, 1.20661384e-002, -8.73786469e+001, 3.79038285e+000, -8.27898339e+001, 5.51848268e-004, 1.20535123e-002
6.44710188e+005, 8.66876984e+001, 1.15356621e-002, -8.68150330e+001, 4.81632843e+000, -8.65537985e+001, 6.40916054e-004, 1.15178439e-002
6.29986188e+005, 9.18463898e+001, 1.08877442e-002, -8.58117828e+001, 6.70782644e+000, -9.16011156e+001, 7.95165697e-004, 1.08586687e-002
6.15598563e+005, 9.73120728e+001, 1.02762172e-002, -8.43689117e+001, 9.54854164e+000, -9.68424744e+001, 1.00833212e-003, 1.02266274e-002
6.01539500e+005, 1.03434601e+002, 9.66794469e-003, -8.15196228e+001, 1.52535711e+001, -1.02303691e+002, 1.42573840e-003, 9.56223952e-003
5.87801563e+005, 1.09942398e+002, 9.09567208e-003, -7.67805328e+001, 2.51418086e+001, -1.07029063e+002, 2.08001326e-003, 8.85464823e-003
5.74377313e+005, 1.05446999e+002, 9.48343730e-003, -6.75588531e+001, 4.02527298e+001, -9.74617220e+001, 3.62015272e-003, 8.76527680e-003
5.61259688e+005, 9.33330765e+001, 1.07143152e-002, -6.65987167e+001, 3.70689529e+001, -8.56560324e+001, 4.25538791e-003, 9.83301703e-003
5.48441563e+005, 8.47607117e+001, 1.17979189e-002, -6.55505676e+001, 3.50816089e+001, -7.71599570e+001, 4.88304035e-003, 1.07399631e-002
5.35916250e+005, 7.50232697e+001, 1.33291978e-002, -7.06546021e+001, 2.48523661e+001, -7.07873639e+001, 4.41545810e-003, 1.25766149e-002
5.23677000e+005, 7.69756927e+001, 1.29911140e-002, -7.84391632e+001, 1.54265684e+001, -7.54140455e+001, 2.60352718e-003, 1.27275563e-002
5.11717250e+005, 8.10342789e+001, 1.23404566e-002, -8.04667282e+001, 1.34209229e+001, -7.99151624e+001, 2.04383032e-003, 1.21700298e-002
5.00030563e+005, 8.34105682e+001, 1.19888885e-002, -8.34170227e+001, 9.56235538e+000, -8.28606315e+001, 1.37443030e-003, 1.19098442e-002
4.88610875e+005, 8.89436798e+001, 1.12430698e-002, -8.57519379e+001, 6.58848183e+000, -8.86993240e+001, 8.32827708e-004, 1.12121816e-002
4.77451969e+005, 9.45397415e+001, 1.05775622e-002, -8.68562469e+001, 5.18468370e+000, -9.43974670e+001, 5.80087417e-004, 1.05616439e-002
4.66547844e+005, 9.95244064e+001, 1.00477866e-002, -8.73452072e+001, 4.60980105e+000, -9.94175900e+001, 4.65396368e-004, 1.00370027e-002
4.55892875e+005, 1.04435997e+002, 9.57524253e-003, -8.76143036e+001, 4.34727649e+000, -1.04345477e+002, 3.98581216e-004, 9.56694322e-003
4.45481188e+005, 1.09942398e+002, 9.09567208e-003, -8.75756607e+001, 4.65057203e+000, -1.09843994e+002, 3.84747640e-004, 9.08753100e-003
4.35307250e+005, 1.14629501e+002, 8.72375774e-003, -8.72732315e+001, 5.45328363e+000, -1.14499713e+002, 4.15016420e-004, 8.71388034e-003
4.25365688e+005, 1.19133202e+002, 8.39396563e-003, -8.70146332e+001, 6.20456524e+000, -1.18971522e+002, 4.37165347e-004, 8.38257392e-003
4.15651156e+005, 1.25012497e+002, 7.99920028e-003, -8.65801163e+001, 7.45734494e+000, -1.24789873e+002, 4.77174660e-004, 7.98495519e-003
4.06158438e+005, 1.29507507e+002, 7.72156009e-003, -8.56181564e+001, 9.89477098e+000, -1.29128959e+002, 5.89950886e-004, 7.69899008e-003
3.96882656e+005, 1.30761307e+002, 7.64752223e-003, -8.48318710e+001, 1.17787956e+001, -1.30229718e+002, 6.88878104e-004, 7.61643244e-003
3.87818688e+005, 1.32027100e+002, 7.57420259e-003, -8.57593384e+001, 9.76286956e+000, -1.31665642e+002, 5.60081621e-004, 7.55346632e-003
3.78961563e+005, 1.39435394e+002, 7.17178020e-003, -8.67306519e+001, 7.95199078e+000, -1.39208459e+002, 4.09006123e-004, 7.16010791e-003
3.70306844e+005, 1.45847504e+002, 6.85647663e-003, -8.59879913e+001, 1.02043012e+001, -1.45490091e+002, 4.79717175e-004, 6.83967420e-003
3.61849781e+005, 1.52554398e+002, 6.55503883e-003, -8.57725830e+001, 1.12456116e+001, -1.52139345e+002, 4.83207443e-004, 6.53720465e-003
3.53585906e+005, 1.57533096e+002, 6.34787244e-003, -8.56449509e+001, 1.19625555e+001, -1.57078241e+002, 4.82036969e-004, 6.32954381e-003
3.45510656e+005, 1.66907700e+002, 5.99133535e-003, -8.55172272e+001, 1.30453970e+001, -1.66397109e+002, 4.68278865e-004, 5.97300713e-003
3.37619844e+005, 1.75144608e+002, 5.70956773e-003, -8.41589432e+001, 1.78243230e+001, -1.74235264e+002, 5.81058024e-004, 5.67992388e-003
3.29909250e+005, 1.89786102e+002, 5.26908972e-003, -8.39431534e+001, 2.00253066e+001, -1.88726659e+002, 5.55968724e-004, 5.23967606e-003
3.22374750e+005, 2.03679703e+002, 4.90966938e-003, -8.15299911e+001, 3.00003289e+001, -2.01458188e+002, 7.23153531e-004, 4.85612010e-003
3.15012406e+005, 2.17190903e+002, 4.60424441e-003, -7.69634323e+001, 4.89923769e+001, -2.11593089e+002, 1.03859266e-003, 4.48557598e-003
3.07818188e+005, 2.30115707e+002, 4.34563990e-003, -7.34514771e+001, 6.55432248e+001, -2.20584053e+002, 1.23775668e-003, 4.16563855e-003
3.00788156e+005, 2.35347305e+002, 4.24903952e-003, -6.35673599e+001, 1.04763764e+002, -2.10743702e+002, 1.89144028e-003, 3.80483777e-003
2.93918781e+005, 2.36863800e+002, 4.22183550e-003, -6.12417603e+001, 1.13958691e+002, -2.07648445e+002, 2.03118774e-003, 3.70110407e-003
2.87206281e+005, 2.82622803e+002, 3.53828492e-003, -4.81055298e+001, 1.88724405e+002, -2.10377631e+002, 2.36272767e-003, 2.63381436e-003
2.80646969e+005, 1.71802200e+002, 5.82064722e-003, -2.70151291e+001, 1.53056281e+002, -7.80369844e+001, 5.18553671e-003, 2.64388789e-003
