Exported from: CypherGraph V1.28.0
Acquired by  : CypherGraph V1.28.0 | C60-0504-0552 V1.23.10 : 5/14/2021
Graph title  : Title
Points       : 300
Pen legend   : 1:19:19 PM
Resonance    : F1:3.00788156e+005 F2:2.55874281e+005 Fr:2.74237563e+005 Zr:9.61315765e+001 Q:6.10585398e+000
Capacitance  : 3.72449501e-009 F at 2.59845254e+004 Hz
Frequency (Hz), Impedance (Ohms), Admittance (S), Phase angle (Degrees), Resistance (Ohms), Reactance (S), Conductance (S), Susceptance (S)
9.99999875e+005, 5.39934692e+001, 1.85207584e-002, -8.55357666e+001, 4.20267670e+000, -5.38296594e+001, 1.44159583e-003, 1.84645686e-002
9.77161875e+005, 5.50476418e+001, 1.81660825e-002, -8.55034180e+001, 4.31571445e+000, -5.48782058e+001, 1.42421405e-003, 1.81101675e-002
9.54845500e+005, 5.61223907e+001, 1.78182003e-002, -8.54708099e+001, 4.43181558e+000, -5.59471336e+001, 1.40704943e-003, 1.77625582e-002
9.33038625e+005, 5.75881119e+001, 1.73646950e-002, -8.57455597e+001, 4.27221870e+000, -5.74294243e+001, 1.28821336e-003, 1.73168455e-002
9.11729875e+005, 5.89019814e+001, 1.69773576e-002, -8.58882217e+001, 4.22341850e+000, -5.87503714e+001, 1.21731875e-003, 1.69336590e-002
8.90907750e+005, 6.10274506e+001, 1.63860687e-002, -8.62064209e+001, 4.03770310e+000, -6.08937326e+001, 1.08413640e-003, 1.63501650e-002
8.70561188e+005, 6.34337311e+001, 1.57644834e-002, -8.58651962e+001, 4.57378242e+000, -6.32686238e+001, 1.13667154e-003, 1.57234511e-002
8.50679250e+005, 6.48809586e+001, 1.54128426e-002, -8.50403366e+001, 5.60924392e+000, -6.46380319e+001, 1.33250796e-003, 1.53551339e-002
8.31251375e+005, 6.61477127e+001, 1.51176807e-002, -8.42152634e+001, 6.66711140e+000, -6.58108617e+001, 1.52373011e-003, 1.50406953e-002
8.12267250e+005, 6.61477127e+001, 1.51176807e-002, -8.40491333e+001, 6.85790279e+000, -6.57912537e+001, 1.56733439e-003, 1.50362140e-002
7.93716688e+005, 6.70059128e+001, 1.49240561e-002, -8.53769226e+001, 5.40070317e+000, -6.67879087e+001, 1.20288484e-003, 1.48755006e-002
7.75589750e+005, 6.94238129e+001, 1.44042794e-002, -8.60013733e+001, 4.84110045e+000, -6.92548160e+001, 1.00444733e-003, 1.43692154e-002
7.57876750e+005, 7.14668579e+001, 1.39924999e-002, -8.63180008e+001, 4.58951491e+000, -7.13193391e+001, 8.98581366e-004, 1.39636172e-002
7.40568375e+005, 7.45245285e+001, 1.34184009e-002, -8.67662582e+001, 4.20389004e+000, -7.44058644e+001, 7.56925042e-004, 1.33970350e-002
7.23655313e+005, 7.74629669e+001, 1.29093945e-002, -8.66869736e+001, 4.47666252e+000, -7.73335033e+001, 7.46046851e-004, 1.28878191e-002
7.07128375e+005, 8.02582169e+001, 1.24597834e-002, -8.64756470e+001, 4.93369585e+000, -8.01064293e+001, 7.65937547e-004, 1.24362190e-002
6.90978938e+005, 8.28868027e+001, 1.20646468e-002, -8.66157074e+001, 4.89303243e+000, -8.27422522e+001, 7.12208774e-004, 1.20436067e-002
6.75198375e+005, 8.64330673e+001, 1.15696461e-002, -8.65358429e+001, 5.22264185e+000, -8.62751363e+001, 6.99085660e-004, 1.15485060e-002
6.59778188e+005, 9.04219818e+001, 1.10592577e-002, -8.61042404e+001, 6.14340079e+000, -9.02130446e+001, 7.51382034e-004, 1.10337032e-002
6.44710188e+005, 9.42906265e+001, 1.06055081e-002, -8.54087830e+001, 7.54759933e+000, -9.39880630e+001, 8.48929831e-004, 1.05714767e-002
6.29986188e+005, 9.96004791e+001, 1.00401123e-002, -8.44934235e+001, 9.55766254e+000, -9.91408419e+001, 9.63449238e-004, 9.99377914e-003
6.15598563e+005, 1.06231400e+002, 9.41341265e-003, -8.22155914e+001, 1.43886142e+001, -1.05252449e+002, 1.27500874e-003, 9.32666556e-003
6.01539500e+005, 1.09710701e+002, 9.11488115e-003, -7.81797791e+001, 2.24733049e+001, -1.07384303e+002, 1.86710595e-003, 8.92160152e-003
5.87801563e+005, 1.10776497e+002, 9.02718562e-003, -7.36604080e+001, 3.11647383e+001, -1.06302358e+002, 2.53961702e-003, 8.66258770e-003
5.74377313e+005, 1.04533401e+002, 9.56632029e-003, -6.48781815e+001, 4.43790532e+001, -9.46452939e+001, 4.06132615e-003, 8.66141523e-003
5.61259688e+005, 8.45050888e+001, 1.18336069e-002, -6.54561462e+001, 3.51025349e+001, -7.68695133e+001, 4.91555721e-003, 1.07643648e-002
5.48441563e+005, 7.79638596e+001, 1.28264558e-002, -7.59216614e+001, 1.89645780e+001, -7.56221408e+001, 3.12001386e-003, 1.24412010e-002
5.35916250e+005, 8.47778473e+001, 1.17955342e-002, -8.19046021e+001, 1.19385616e+001, -8.39330337e+001, 1.66106732e-003, 1.16779914e-002
5.23677000e+005, 9.07138519e+001, 1.10236748e-002, -8.37565384e+001, 9.86544309e+000, -9.01758059e+001, 1.19886251e-003, 1.09582906e-002
5.11717250e+005, 9.55139694e+001, 1.04696727e-002, -8.50809937e+001, 8.19007735e+000, -9.51621825e+001, 8.97747523e-004, 1.04311119e-002
5.00030563e+005, 1.00568100e+002, 9.94351092e-003, -8.62295227e+001, 6.61333372e+000, -1.00350419e+002, 6.53882852e-004, 9.92198804e-003
4.88610875e+005, 1.05889603e+002, 9.44379783e-003, -8.69824066e+001, 5.57430351e+000, -1.05742778e+002, 4.97146029e-004, 9.43070322e-003
4.77451969e+005, 1.11852699e+002, 8.94032962e-003, -8.71199265e+001, 5.62010601e+000, -1.11711417e+002, 4.49212228e-004, 8.92903702e-003
4.66547844e+005, 1.17014702e+002, 8.54593469e-003, -8.68178635e+001, 6.49551092e+000, -1.16834279e+002, 4.74386648e-004, 8.53275788e-003
4.55892875e+005, 1.22021103e+002, 8.19530373e-003, -8.66035614e+001, 7.22905784e+000, -1.21806774e+002, 4.85525235e-004, 8.18090878e-003
4.45481188e+005, 1.27652397e+002, 7.83377377e-003, -8.58617935e+001, 9.21172259e+000, -1.27319593e+002, 5.65305097e-004, 7.81335021e-003
4.35307250e+005, 1.32258804e+002, 7.56093332e-003, -8.43289032e+001, 1.30695208e+001, -1.31611470e+002, 7.47154610e-004, 7.52392667e-003
4.25365688e+005, 1.30986298e+002, 7.63438633e-003, -8.30595474e+001, 1.58280863e+001, -1.30026466e+002, 9.22521883e-004, 7.57844364e-003
4.15651156e+005, 1.33113998e+002, 7.51235792e-003, -8.55693665e+001, 1.02833356e+001, -1.32716199e+002, 5.80345407e-004, 7.48990792e-003
4.06158438e+005, 1.40157700e+002, 7.13482030e-003, -8.61455002e+001, 9.42181827e+000, -1.39840660e+002, 4.79623884e-004, 7.11868117e-003
3.96882656e+005, 1.46626007e+002, 6.82007251e-003, -8.61062927e+001, 9.95674397e+000, -1.46287557e+002, 4.63121906e-004, 6.80433003e-003
3.87818688e+005, 1.53888000e+002, 6.49823246e-003, -8.58911667e+001, 1.10262629e+001, -1.53492470e+002, 4.65606279e-004, 6.48153037e-003
3.78961563e+005, 1.60990005e+002, 6.21156572e-003, -8.53244019e+001, 1.31229458e+001, -1.60454262e+002, 5.06329821e-004, 6.19089483e-003
3.70306844e+005, 1.68963394e+002, 5.91844171e-003, -8.48454132e+001, 1.51802127e+001, -1.68280093e+002, 5.31731765e-004, 5.89450707e-003
3.61849781e+005, 1.78478302e+002, 5.60292197e-003, -8.44102707e+001, 1.73845891e+001, -1.77629616e+002, 5.45749793e-004, 5.57627939e-003
3.53585906e+005, 1.88529099e+002, 5.30422098e-003, -8.34916306e+001, 2.13694619e+001, -1.87314087e+002, 6.01224685e-004, 5.27003692e-003
3.45510656e+005, 1.93452805e+002, 5.16921945e-003, -8.10787506e+001, 3.00000384e+001, -1.91112494e+002, 8.01625918e-004, 5.10668440e-003
3.37619844e+005, 2.15159805e+002, 4.64770824e-003, -8.13024979e+001, 3.25359764e+001, -2.12685571e+002, 7.02815870e-004, 4.59426183e-003
3.29909250e+005, 2.25815994e+002, 4.42838428e-003, -7.68679504e+001, 5.13045099e+001, -2.19910688e+002, 1.00611157e-003, 4.31257775e-003
3.22374750e+005, 2.35477402e+002, 4.24669201e-003, -6.70719833e+001, 9.17359552e+001, -2.16873514e+002, 1.65440227e-003, 3.91118219e-003
