Exported from: CypherGraph V1.28.0
Acquired by  : CypherGraph V1.28.0 | C60-0504-0552 V1.23.10 : 5/14/2021
Graph title  : Title
Points       : 300
Pen legend   : 1:33:04 PM
Resonance    : F1:3.00788156e+005 F2:2.67974563e+005 Fr:2.87206281e+005 Zr:1.82550293e+002 Q:8.75266158e+000
Capacitance  : 2.38979081e-009 F at 3.27377910e+004 Hz
Frequency (Hz), Impedance (Ohms), Admittance (S), Phase angle (Degrees), Resistance (Ohms), Reactance (S), Conductance (S), Susceptance (S)
9.99999875e+005, 8.61549683e+001, 1.16069917e-002, -8.48326416e+001, 7.75956503e+000, -8.58048233e+001, 1.04538611e-003, 1.15598194e-002
9.77161875e+005, 8.84050293e+001, 1.13115737e-002, -8.44047928e+001, 8.61945930e+000, -8.79838288e+001, 1.10287446e-003, 1.12576803e-002
9.54845500e+005, 8.98410568e+001, 1.11307684e-002, -8.41524506e+001, 9.15317829e+000, -8.93735689e+001, 1.13402393e-003, 1.10728495e-002
9.33038625e+005, 9.10066605e+001, 1.09882067e-002, -8.36361771e+001, 1.00873089e+001, -9.04458868e+001, 1.21794862e-003, 1.09204985e-002
9.11729875e+005, 9.15951233e+001, 1.09176118e-002, -8.40864563e+001, 9.43683158e+000, -9.11076990e+001, 1.12481604e-003, 1.08595136e-002
8.90907750e+005, 9.45949936e+001, 1.05713840e-002, -8.53275070e+001, 7.70571059e+000, -9.42806175e+001, 8.61145209e-004, 1.05362511e-002
8.70561188e+005, 9.89605865e+001, 1.01050331e-002, -8.52499619e+001, 8.19481445e+000, -9.86207012e+001, 8.36786380e-004, 1.00703268e-002
8.50679250e+005, 1.01872902e+002, 9.81615308e-003, -8.46448364e+001, 9.50771789e+000, -1.01428258e+002, 9.16133854e-004, 9.77330855e-003
8.31251375e+005, 1.03527702e+002, 9.65925040e-003, -8.44789276e+001, 9.96059025e+000, -1.03047425e+002, 9.29334209e-004, 9.61443998e-003
8.12267250e+005, 1.05889603e+002, 9.44379783e-003, -8.43127975e+001, 1.04933941e+001, -1.05368385e+002, 9.35856683e-004, 9.39731290e-003
7.93716688e+005, 1.08305496e+002, 9.23314176e-003, -8.46737976e+001, 1.00535596e+001, -1.07837871e+002, 8.57075069e-004, 9.19327630e-003
7.75589750e+005, 1.11852699e+002, 8.94032962e-003, -8.52103577e+001, 9.33944320e+000, -1.11462106e+002, 7.46496966e-004, 8.90910972e-003
7.57876750e+005, 1.15888901e+002, 8.62895405e-003, -8.49996414e+001, 1.01011057e+001, -1.15447845e+002, 7.52116698e-004, 8.59611357e-003
7.40568375e+005, 1.20070702e+002, 8.32842639e-003, -8.43932114e+001, 1.17310057e+001, -1.19496263e+002, 8.13694068e-004, 8.28858179e-003
7.23655313e+005, 1.24003197e+002, 8.06430823e-003, -8.25121613e+001, 1.61595697e+001, -1.22945765e+002, 1.05090639e-003, 7.99554020e-003
7.07128375e+005, 1.22810097e+002, 8.14265298e-003, -8.12461624e+001, 1.86904176e+001, -1.21379521e+002, 1.23922698e-003, 8.04780181e-003
6.90978938e+005, 1.20458298e+002, 8.30162819e-003, -8.09028168e+001, 1.90456041e+001, -1.18943123e+002, 1.31256648e-003, 8.19720683e-003
6.75198375e+005, 1.20070702e+002, 8.32842639e-003, -8.30202179e+001, 1.45908833e+001, -1.19180869e+002, 1.01206286e-003, 8.26670520e-003
6.59778188e+005, 1.24003197e+002, 8.06430823e-003, -8.50934982e+001, 1.06059916e+001, -1.23548799e+002, 6.89740163e-004, 8.03475736e-003
6.44710188e+005, 1.29725998e+002, 7.70855508e-003, -8.61558533e+001, 8.69718018e+000, -1.29434128e+002, 5.16802287e-004, 7.69121166e-003
6.29986188e+005, 1.36151001e+002, 7.34478625e-003, -8.62951813e+001, 8.79756512e+000, -1.35866471e+002, 4.74592437e-004, 7.32943702e-003
6.15598563e+005, 1.41976105e+002, 7.04343877e-003, -8.59069977e+001, 1.01336330e+001, -1.41613996e+002, 5.02729836e-004, 7.02547453e-003
6.01539500e+005, 1.47099304e+002, 6.79812869e-003, -8.51231384e+001, 1.25055812e+001, -1.46566762e+002, 5.77939854e-004, 6.77351749e-003
5.87801563e+005, 1.50455399e+002, 6.64648799e-003, -8.35041580e+001, 1.70211861e+001, -1.49489485e+002, 7.51924556e-004, 6.60381799e-003
5.74377313e+005, 1.47574097e+002, 6.77625696e-003, -8.33352127e+001, 1.71274990e+001, -1.46576815e+002, 7.86454650e-004, 6.73046414e-003
5.61259688e+005, 1.50940994e+002, 6.62510543e-003, -8.52315369e+001, 1.25476251e+001, -1.50418552e+002, 5.50740635e-004, 6.60217439e-003
5.48441563e+005, 1.58416702e+002, 6.31246570e-003, -8.55896301e+001, 1.21821623e+001, -1.57947607e+002, 4.85425342e-004, 6.29377355e-003
5.35916250e+005, 1.63078705e+002, 6.13200847e-003, -8.58596802e+001, 1.17741747e+001, -1.62653106e+002, 4.42726960e-004, 6.11600529e-003
5.23677000e+005, 1.70055893e+002, 5.88041956e-003, -8.57780228e+001, 1.25196401e+001, -1.69594414e+002, 4.32920821e-004, 5.86446194e-003
5.11717250e+005, 1.76192398e+002, 5.67561377e-003, -8.51688766e+001, 1.48387706e+001, -1.75566432e+002, 4.77995258e-004, 5.65544977e-003
5.00030563e+005, 1.81377502e+002, 5.51336294e-003, -8.45156479e+001, 1.73349551e+001, -1.80547217e+002, 5.26933593e-004, 5.48812462e-003
4.88610875e+005, 1.87317795e+002, 5.33852110e-003, -8.41699066e+001, 1.90275211e+001, -1.86348892e+002, 5.42280690e-004, 5.31090757e-003
4.77451969e+005, 1.94077194e+002, 5.15258892e-003, -8.33845673e+001, 2.23586075e+001, -1.92784984e+002, 5.93602529e-004, 5.11828180e-003
4.66547844e+005, 1.99145798e+002, 5.02144666e-003, -8.23793869e+001, 2.64093192e+001, -1.97386921e+002, 6.65909044e-004, 4.97709671e-003
4.55892875e+005, 2.06332001e+002, 4.84655796e-003, -8.06709366e+001, 3.34473221e+001, -2.03602974e+002, 7.85648298e-004, 4.78245552e-003
4.45481188e+005, 1.98505096e+002, 5.03765403e-003, -7.80395279e+001, 4.11375660e+001, -1.94195710e+002, 1.04398743e-003, 4.92829062e-003
4.35307250e+005, 2.00433502e+002, 4.98918588e-003, -8.08572235e+001, 3.18479248e+001, -1.97887085e+002, 7.92757774e-004, 4.92580053e-003
