Exported from: CypherGraph V1.28.0
Acquired by  : CypherGraph V1.28.0 | C60-0504-0552 V1.23.10 : 5/17/2021
Graph title  : Title
Points       : 300
Pen legend   : 12:44:52 PM
Resonance    : F1:1.98453484e+005 F2:1.85164750e+005 Fr:1.93921156e+005 Zr:8.26201172e+001 Q:1.45928988e+001
Capacitance  : 3.60300535e-009 F at 2.72133359e+004 Hz
Frequency (Hz), Impedance (Ohms), Admittance (S), Phase angle (Degrees), Resistance (Ohms), Reactance (S), Conductance (S), Susceptance (S)
9.18775781e+003, 4.87028809e+003, 2.05326663e-004, -8.80617218e+001, 1.64727190e+002, -4.86750151e+003, 6.94473995e-006, 2.05209184e-004
8.97794922e+003, 4.98140283e+003, 2.00746664e-004, -8.80618286e+001, 1.68476130e+002, -4.97855300e+003, 6.78945715e-006, 2.00631818e-004
8.77290918e+003, 5.09505420e+003, 1.96268766e-004, -8.80179901e+001, 1.76216014e+002, -5.09200601e+003, 6.78809257e-006, 1.96151345e-004
8.57251855e+003, 5.19452979e+003, 1.92510206e-004, -8.78423080e+001, 1.95573674e+002, -5.19084681e+003, 7.24799546e-006, 1.92373715e-004
8.37671777e+003, 5.31304297e+003, 1.88216057e-004, -8.78863525e+001, 1.95954274e+002, -5.30942817e+003, 6.94173584e-006, 1.88088002e-004
8.18544629e+003, 5.43425879e+003, 1.84017736e-004, -8.79303970e+001, 1.96250276e+002, -5.43071399e+003, 6.64553032e-006, 1.83897700e-004
7.99852588e+003, 5.54035791e+003, 1.80493754e-004, -8.79744263e+001, 1.95827092e+002, -5.53689602e+003, 6.37965411e-006, 1.80380973e-004
7.81583789e+003, 5.66676123e+003, 1.76467643e-004, -8.79305878e+001, 2.04627908e+002, -5.66306545e+003, 6.37228274e-006, 1.76352554e-004
7.63732178e+003, 5.79604785e+003, 1.72531357e-004, -8.80185699e+001, 2.00401749e+002, -5.79258231e+003, 5.96537270e-006, 1.72428198e-004
7.46291846e+003, 5.92828516e+003, 1.68682844e-004, -8.79747086e+001, 2.09509411e+002, -5.92458190e+003, 5.96136023e-006, 1.68577472e-004
7.29244922e+003, 6.04402881e+003, 1.65452554e-004, -8.79748001e+001, 2.13590215e+002, -6.04025359e+003, 5.84693547e-006, 1.65349209e-004
7.12591406e+003, 6.18192285e+003, 1.61761967e-004, -8.79748764e+001, 2.18455032e+002, -6.17806179e+003, 5.71629840e-006, 1.61660935e-004
6.96319336e+003, 6.30261914e+003, 1.58664196e-004, -8.78870773e+001, 2.32371892e+002, -6.29833401e+003, 5.84980602e-006, 1.58556321e-004
6.80416797e+003, 6.44641309e+003, 1.55125026e-004, -8.78871536e+001, 2.37664867e+002, -6.44203051e+003, 5.71911360e-006, 1.55019565e-004
6.64877881e+003, 6.59348682e+003, 1.51664821e-004, -8.78872375e+001, 2.43077496e+002, -6.58900461e+003, 5.59132156e-006, 1.51561721e-004
6.49690625e+003, 6.72221924e+003, 1.48760397e-004, -8.78873062e+001, 2.47815334e+002, -6.71764982e+003, 5.48406800e-006, 1.48659277e-004
6.34855029e+003, 6.87558594e+003, 1.45442150e-004, -8.78873901e+001, 2.53459150e+002, -6.87091264e+003, 5.36152758e-006, 1.45343293e-004
6.20353223e+003, 7.03245215e+003, 1.42197910e-004, -8.78874588e+001, 2.59233388e+002, -7.02767254e+003, 5.24176280e-006, 1.42101265e-004
6.06185205e+003, 7.19289697e+003, 1.39026042e-004, -8.78875427e+001, 2.65137248e+002, -7.18800870e+003, 5.12463649e-006, 1.38931561e-004
5.92344971e+003, 7.33333203e+003, 1.36363661e-004, -8.78876038e+001, 2.70306015e+002, -7.32834861e+003, 5.02635331e-006, 1.36270994e-004
5.78814746e+003, 7.52485205e+003, 1.32892978e-004, -8.78876724e+001, 2.77356416e+002, -7.51973881e+003, 4.89826509e-006, 1.32802676e-004
5.65594434e+003, 7.72137500e+003, 1.29510612e-004, -8.78877411e+001, 2.84590753e+002, -7.71612856e+003, 4.77344029e-006, 1.29422613e-004
5.52678076e+003, 7.92302881e+003, 1.26214359e-004, -8.78878098e+001, 2.92013724e+002, -7.91764570e+003, 4.65179741e-006, 1.26128605e-004
5.40053857e+003, 8.07771924e+003, 1.23797321e-004, -8.78439331e+001, 3.03896607e+002, -8.07200068e+003, 4.65745152e-006, 1.23709679e-004
5.27721631e+003, 8.26201172e+003, 1.21035897e-004, -8.78879318e+001, 3.04489798e+002, -8.25639895e+003, 4.46068065e-006, 1.20953672e-004
5.15669580e+003, 8.47778516e+003, 1.17955336e-004, -8.79319382e+001, 3.05934876e+002, -8.47226328e+003, 4.25661308e-006, 1.17878508e-004
5.03891699e+003, 8.67120605e+003, 1.15324211e-004, -8.78880463e+001, 3.19553018e+002, -8.66531594e+003, 4.24995088e-006, 1.15245875e-004
4.92387988e+003, 8.89766699e+003, 1.12389012e-004, -8.79320602e+001, 3.21068061e+002, -8.89187231e+003, 4.05550377e-006, 1.12315817e-004
4.81140625e+003, 9.10066602e+003, 1.09882068e-004, -8.79321136e+001, 3.28384706e+002, -9.09473944e+003, 3.96493954e-006, 1.09810510e-004
4.70149512e+003, 9.30829785e+003, 1.07431027e-004, -8.79321671e+001, 3.35868137e+002, -9.30223637e+003, 3.87639712e-006, 1.07361069e-004
4.59414697e+003, 9.55139648e+003, 1.04696732e-004, -8.79761734e+001, 3.37308455e+002, -9.54543859e+003, 3.69737483e-006, 1.04631425e-004
4.48924316e+003, 9.76931152e+003, 1.02361359e-004, -8.79762268e+001, 3.44995044e+002, -9.76321802e+003, 3.61480554e-006, 1.02297512e-004
4.38672314e+003, 9.99219727e+003, 1.00078088e-004, -8.79323273e+001, 3.60517124e+002, -9.98569144e+003, 3.61080387e-006, 1.00012928e-004
4.28652783e+003, 1.02531602e+004, 9.75309061e-005, -8.79323883e+001, 3.69921714e+002, -1.02464848e+004, 3.51879805e-006, 9.74674084e-005
4.18859717e+003, 1.05209297e+004, 9.50486345e-005, -8.78884888e+001, 3.87638204e+002, -1.05137861e+004, 3.50201769e-006, 9.49840975e-005
4.09293164e+003, 1.07609697e+004, 9.29284280e-005, -8.78885269e+001, 3.96475195e+002, -1.07536634e+004, 3.42383795e-006, 9.28653329e-005
3.99947168e+003, 1.10420098e+004, 9.05632237e-005, -8.77567520e+001, 4.32207025e+002, -1.10335478e+004, 3.54483127e-006, 9.04938211e-005
3.90815723e+003, 1.12939297e+004, 8.85431402e-005, -8.78446884e+001, 4.24746765e+002, -1.12859398e+004, 3.32996693e-006, 8.84805007e-005
3.81886938e+003, 1.15515996e+004, 8.65680974e-005, -8.78007889e+001, 4.43281669e+002, -1.15430912e+004, 3.32196856e-006, 8.65043352e-005
3.73166797e+003, 1.18915498e+004, 8.40933282e-005, -8.77568893e+001, 4.65431293e+002, -1.18824379e+004, 3.29138482e-006, 8.40288916e-005
3.64643335e+003, 1.21628496e+004, 8.22175750e-005, -8.77569275e+001, 4.76041785e+002, -1.21535301e+004, 3.21791376e-006, 8.21545779e-005
3.56316553e+003, 1.24805000e+004, 8.01249950e-005, -8.77569733e+001, 4.88464341e+002, -1.24709375e+004, 3.13594831e-006, 8.00636038e-005
3.48180542e+003, 1.28064502e+004, 7.80856510e-005, -8.77130737e+001, 5.11025972e+002, -1.27962502e+004, 3.11591386e-006, 7.80234578e-005
3.40229272e+003, 1.31833203e+004, 7.58534251e-005, -8.77570572e+001, 5.15952169e+002, -1.31732201e+004, 2.96865572e-006, 7.57953111e-005
3.32456812e+003, 1.35276299e+004, 7.39227794e-005, -8.77571030e+001, 5.29416523e+002, -1.35172663e+004, 2.89303753e-006, 7.38661469e-005
3.24863184e+003, 1.38362598e+004, 7.22738671e-005, -8.78010788e+001, 5.30883374e+002, -1.38260713e+004, 2.77307560e-006, 7.22206475e-005
3.17442407e+003, 1.41976104e+004, 7.04343883e-005, -8.77571716e+001, 5.55619838e+002, -1.41867342e+004, 2.75643171e-006, 7.03804315e-005
3.10194482e+003, 1.45684004e+004, 6.86417158e-005, -8.77572098e+001, 5.70120919e+002, -1.45572405e+004, 2.68623027e-006, 6.85891341e-005
3.03113452e+003, 1.49007803e+004, 6.71105796e-005, -8.77572403e+001, 5.83120368e+002, -1.48893661e+004, 2.62627494e-006, 6.70591721e-005
2.96187402e+003, 1.52899297e+004, 6.54025244e-005, -8.78012238e+001, 5.86620572e+002, -1.52786723e+004, 2.50926375e-006, 6.53543709e-005
2.89422266e+003, 1.56892500e+004, 6.37379097e-005, -8.77573166e+001, 6.13955109e+002, -1.56772327e+004, 2.49420561e-006, 6.36890891e-005
2.82812109e+003, 1.60990000e+004, 6.21156594e-005, -8.77573471e+001, 6.29980966e+002, -1.60866692e+004, 2.43069030e-006, 6.20680826e-005
2.76356934e+003, 1.65194492e+004, 6.05347059e-005, -8.77134323e+001, 6.59085423e+002, -1.65062960e+004, 2.41518598e-006, 6.04865067e-005
2.70044800e+003, 1.68963398e+004, 5.91844156e-005, -8.76695328e+001, 6.87057757e+002, -1.68823651e+004, 2.40662251e-006, 5.91354650e-005
2.63875708e+003, 1.73376094e+004, 5.76780788e-005, -8.76695633e+001, 7.04991922e+002, -1.73232701e+004, 2.34533947e-006, 5.76303753e-005
2.57849683e+003, 1.77331699e+004, 5.63914971e-005, -8.76695938e+001, 7.21066997e+002, -1.77185038e+004, 2.29299373e-006, 5.63448589e-005
2.51960742e+003, 1.82550293e+004, 5.47794245e-005, -8.76256714e+001, 7.56269214e+002, -1.82393572e+004, 2.26940158e-006, 5.47323960e-005
2.46208911e+003, 1.86715195e+004, 5.35575050e-005, -8.77135773e+001, 7.44900538e+002, -1.86566547e+004, 2.13667742e-006, 5.35148666e-005
2.40582227e+003, 1.90975000e+004, 5.23628747e-005, -8.77136230e+001, 7.61879789e+002, -1.90822966e+004, 2.08897583e-006, 5.23211891e-005
2.35086670e+003, 1.95962598e+004, 5.10301462e-005, -8.77136536e+001, 7.81766989e+002, -1.95806598e+004, 2.03578051e-006, 5.09895226e-005
2.29722266e+003, 2.01080508e+004, 4.97313246e-005, -8.77136688e+001, 8.02178867e+002, -2.00920436e+004, 1.98395250e-006, 4.96917355e-005
2.24471094e+003, 2.05668105e+004, 4.86220261e-005, -8.76697464e+001, 8.36233899e+002, -2.05498031e+004, 1.97694175e-006, 4.85818189e-005
2.19345093e+003, 2.11039395e+004, 4.73845181e-005, -8.76258316e+001, 8.74234879e+002, -2.10858240e+004, 1.96291306e-006, 4.73438436e-005
2.14338306e+003, 2.16550996e+004, 4.61784992e-005, -8.75819168e+001, 9.13650005e+002, -2.16358171e+004, 1.94831641e-006, 4.61373802e-005
2.09444751e+003, 2.22206602e+004, 4.50031634e-005, -8.75379868e+001, 9.54533229e+002, -2.22001487e+004, 1.93320156e-006, 4.49616219e-005
2.04658496e+003, 2.27276191e+004, 4.39993294e-005, -8.76259079e+001, 9.41465895e+002, -2.27081112e+004, 1.82262241e-006, 4.39615631e-005
1.99985498e+003, 2.32461504e+004, 4.30178754e-005, -8.76259308e+001, 9.62936187e+002, -2.32261977e+004, 1.78194962e-006, 4.29809522e-005
1.95419775e+003, 2.37765098e+004, 4.20583176e-005, -8.76259537e+001, 9.84896022e+002, -2.37561023e+004, 1.74218462e-006, 4.20222188e-005
1.90955396e+003, 2.43974609e+004, 4.09878718e-005, -8.75380936e+001, 1.04799665e+003, -2.43749421e+004, 1.76064028e-006, 4.09500400e-005
1.86592334e+003, 2.49540898e+004, 4.00735914e-005, -8.76259995e+001, 1.03365508e+003, -2.49326725e+004, 1.65993918e-006, 4.00391974e-005
1.82330603e+003, 2.56058008e+004, 3.90536507e-005, -8.75820770e+001, 1.08026244e+003, -2.55830035e+004, 1.64760292e-006, 3.90188805e-005
1.78170203e+003, 2.62745391e+004, 3.80596591e-005, -8.75820999e+001, 1.10846482e+003, -2.62511468e+004, 1.60565302e-006, 3.80257745e-005
1.74099194e+003, 2.69607305e+004, 3.70909832e-005, -8.75821228e+001, 1.13740296e+003, -2.69367278e+004, 1.56477192e-006, 3.70579616e-005
1.70123572e+003, 2.76648496e+004, 3.61469523e-005, -8.74942474e+001, 1.20949873e+003, -2.76383975e+004, 1.58033365e-006, 3.61123900e-005
1.66237354e+003, 2.82960195e+004, 3.53406598e-005, -8.75382233e+001, 1.21539584e+003, -2.82699051e+004, 1.51798350e-006, 3.53080439e-005
1.62440527e+003, 2.89415898e+004, 3.45523520e-005, -8.75821762e+001, 1.22094330e+003, -2.89158247e+004, 1.45764151e-006, 3.45215919e-005
1.58733118e+003, 2.96018906e+004, 3.37816261e-005, -8.74943085e+001, 1.29415406e+003, -2.95735878e+004, 1.47688636e-006, 3.37493269e-005
1.55103198e+003, 3.03749902e+004, 3.29218213e-005, -8.74943237e+001, 1.32794483e+003, -3.03459486e+004, 1.43928812e-006, 3.28903446e-005
1.51562695e+003, 3.10679902e+004, 3.21874699e-005, -8.74943466e+001, 1.35822926e+003, -3.10382865e+004, 1.40717063e-006, 3.21566959e-005
1.48099658e+003, 3.18793809e+004, 3.13682378e-005, -8.74943619e+001, 1.39369312e+003, -3.18489018e+004, 1.37134713e-006, 3.13382474e-005
1.44720068e+003, 3.27119609e+004, 3.05698580e-005, -8.74064865e+001, 1.48021275e+003, -3.26784540e+004, 1.38328281e-006, 3.05385452e-005
1.41412012e+003, 3.35662695e+004, 2.97918123e-005, -8.74504471e+001, 1.49314211e+003, -3.35330431e+004, 1.32524138e-006, 2.97623220e-005
1.38181445e+003, 3.42216289e+004, 2.92212858e-005, -8.74504700e+001, 1.52228107e+003, -3.41877543e+004, 1.29985076e-006, 2.91923609e-005
1.35028357e+003, 3.51153711e+004, 2.84775575e-005, -8.74504929e+001, 1.56202340e+003, -3.50806125e+004, 1.26675612e-006, 2.84493693e-005
1.31946802e+003, 3.60324609e+004, 2.77527533e-005, -8.74944534e+001, 1.57519870e+003, -3.59980137e+004, 1.21324217e-006, 2.77262215e-005
1.28930798e+003, 3.68545391e+004, 2.71336998e-005, -8.73186798e+001, 1.72408430e+003, -3.68141900e+004, 1.26933580e-006, 2.71039933e-005
1.25986328e+003, 3.78170508e+004, 2.64430985e-005, -8.72747498e+001, 1.79807433e+003, -3.77742804e+004, 1.25728093e-006, 2.64131919e-005
1.23107434e+003, 3.86798398e+004, 2.58532611e-005, -8.74505463e+001, 1.72054426e+003, -3.86415545e+004, 1.14999649e-006, 2.58276716e-005
1.20300049e+003, 3.96900195e+004, 2.51952509e-005, -8.74066162e+001, 1.79587940e+003, -3.96493691e+004, 1.14002544e-006, 2.51694460e-005
1.17552283e+003, 4.07265781e+004, 2.45539902e-005, -8.73626785e+001, 1.87398016e+003, -4.06834409e+004, 1.12981970e-006, 2.45279828e-005
1.14864111e+003, 4.17902109e+004, 2.39290489e-005, -8.74066391e+001, 1.89089141e+003, -4.17474102e+004, 1.08272325e-006, 2.39045412e-005
1.12241504e+003, 4.28816289e+004, 2.33200097e-005, -8.72748184e+001, 2.03882676e+003, -4.28331330e+004, 1.10876058e-006, 2.32936365e-005
1.09678503e+003, 4.40015391e+004, 2.27264778e-005, -8.72748337e+001, 2.09206170e+003, -4.39517772e+004, 1.08053479e-006, 2.27007761e-005
1.07175110e+003, 4.51506992e+004, 2.21480512e-005, -8.73187866e+001, 2.11210112e+003, -4.51012713e+004, 1.03606200e-006, 2.21238050e-005
1.04725354e+003, 4.63298789e+004, 2.15843431e-005, -8.74066925e+001, 2.09625568e+003, -4.62824307e+004, 9.76611700e-007, 2.15622377e-005
1.02335211e+003, 4.75398516e+004, 2.10349836e-005, -8.72748718e+001, 2.26025984e+003, -4.74860897e+004, 1.00009838e-006, 2.10111956e-005
9.99987122e+002, 4.87814219e+004, 2.04996075e-005, -8.73188171e+001, 2.28191646e+003, -4.87280205e+004, 9.58938668e-007, 2.04771664e-005
Points       : 300
Pen legend   : 12:46:48 PM
Resonance    : F1:1.98453484e+005 F2:1.85164750e+005 Fr:1.93921156e+005 Zr:8.23542862e+001 Q:1.45928988e+001
Capacitance  : 3.59336825e-009 F at 2.65918379e+004 Hz
Frequency (Hz), Impedance (Ohms), Admittance (S), Phase angle (Degrees), Resistance (Ohms), Reactance (S), Conductance (S), Susceptance (S)
9.99999875e+005, 6.18192291e+001, 1.61761965e-002, -8.74693604e+001, 2.72954367e+000, -6.17589401e+001, 7.14237875e-004, 1.61604207e-002
9.77161875e+005, 6.34337311e+001, 1.57644834e-002, -8.73491211e+001, 2.93381390e+000, -6.33658502e+001, 7.29108309e-004, 1.57476137e-002
9.54845500e+005, 6.55112686e+001, 1.52645495e-002, -8.73604584e+001, 3.01695104e+000, -6.54417628e+001, 7.02969113e-004, 1.52483542e-002
9.33038625e+005, 6.78752365e+001, 1.47329137e-002, -8.73275909e+001, 3.16471189e+000, -6.78014183e+001, 6.86928392e-004, 1.47168908e-002
9.11729875e+005, 7.03245163e+001, 1.42197921e-002, -8.71626434e+001, 3.48113220e+000, -7.02383037e+001, 7.03893588e-004, 1.42023597e-002
8.90907750e+005, 7.35700226e+001, 1.35924928e-002, -8.66458664e+001, 4.30437927e+000, -7.34439960e+001, 7.95259293e-004, 1.35692086e-002
8.70561188e+005, 7.67176666e+001, 1.30348073e-002, -8.58212509e+001, 5.59028516e+000, -7.65137183e+001, 9.49824114e-004, 1.30001552e-002
8.50679250e+005, 8.12994995e+001, 1.23001987e-002, -8.38977737e+001, 8.64235686e+000, -8.08388415e+001, 1.30754442e-003, 1.22305035e-002
8.31251375e+005, 8.31543427e+001, 1.20258301e-002, -7.57338104e+001, 2.04914877e+001, -8.05899723e+001, 2.96349105e-003, 1.16549694e-002
8.12267250e+005, 6.70059128e+001, 1.49240561e-002, -7.91272507e+001, 1.26392173e+001, -6.58030587e+001, 2.81510065e-003, 1.46561475e-002
7.93716688e+005, 7.07792511e+001, 1.41284343e-002, -8.53329773e+001, 5.75894443e+000, -7.05445742e+001, 1.14955819e-003, 1.40815898e-002
7.75589750e+005, 7.57350769e+001, 1.32039214e-002, -8.70121231e+001, 3.94766490e+000, -7.56321216e+001, 6.88249871e-004, 1.31859718e-002
7.57876750e+005, 7.97425995e+001, 1.25403487e-002, -8.75484695e+001, 3.41092780e+000, -7.96696162e+001, 5.36403681e-004, 1.25288713e-002
7.40568375e+005, 8.31543427e+001, 1.20258301e-002, -8.76891098e+001, 3.35292516e+000, -8.30867173e+001, 4.84902017e-004, 1.20160501e-002
7.23655313e+005, 8.67120590e+001, 1.15324213e-002, -8.78734894e+001, 3.21754561e+000, -8.66523432e+001, 4.27923083e-004, 1.15244793e-002
7.07128375e+005, 9.04219818e+001, 1.10592577e-002, -8.77940063e+001, 3.48055373e+000, -9.03549696e+001, 4.25696716e-004, 1.10510616e-002
6.90978938e+005, 9.39872589e+001, 1.06397400e-002, -8.78022308e+001, 3.60430821e+000, -9.39181229e+001, 4.08022351e-004, 1.06319135e-002
6.75198375e+005, 9.73787918e+001, 1.02691765e-002, -8.78102570e+001, 3.72073873e+000, -9.73076831e+001, 3.92374171e-004, 1.02616777e-002
6.59778188e+005, 1.01872902e+002, 9.81615308e-003, -8.75544434e+001, 4.34692246e+000, -1.01780118e+002, 4.18855805e-004, 9.80721271e-003
6.44710188e+005, 1.06231400e+002, 9.41341265e-003, -8.75621033e+001, 4.51871055e+000, -1.06135251e+002, 4.00413505e-004, 9.40489270e-003
6.29986188e+005, 1.11852699e+002, 8.94032962e-003, -8.72619781e+001, 5.34312628e+000, -1.11725008e+002, 4.27073378e-004, 8.93012329e-003
6.15598563e+005, 1.18532898e+002, 8.43647643e-003, -8.66101227e+001, 7.00885138e+000, -1.18325500e+002, 4.98848932e-004, 8.42171505e-003
6.01539500e+005, 1.26832298e+002, 7.88442702e-003, -8.52989197e+001, 1.03948328e+001, -1.26405614e+002, 6.46186354e-004, 7.85790256e-003
5.87801563e+005, 1.37473602e+002, 7.27412378e-003, -8.21418533e+001, 1.87955234e+001, -1.36182670e+002, 9.94525213e-004, 7.20581685e-003
5.74377313e+005, 1.43818100e+002, 6.95322772e-003, -7.69191971e+001, 3.25496260e+001, -1.40086287e+002, 1.57368900e-003, 6.77280435e-003
5.61259688e+005, 1.55884598e+002, 6.41500196e-003, -7.07295837e+001, 5.14461312e+001, -1.47150615e+002, 2.11712406e-003, 6.05557890e-003
5.48441563e+005, 1.48528397e+002, 6.73271928e-003, -5.37732201e+001, 8.77777240e+001, -1.19815507e+002, 3.97892112e-003, 5.43117811e-003
5.35916250e+005, 8.56014633e+001, 1.16820433e-002, -4.38479614e+001, 6.17341141e+001, -5.93001660e+001, 8.42486290e-003, 8.09270168e-003
5.23677000e+005, 7.28621826e+001, 1.37245408e-002, -7.09245071e+001, 2.38123585e+001, -6.88612318e+001, 4.48536777e-003, 1.29709096e-002
