Exported from: CypherGraph V1.28.0
Acquired by  : CypherGraph V1.28.0 | C60-0504-0552 V1.23.10 : 5/10/2021
Graph title  : Title
Points       : 300
Pen legend   : 1:37:07 PM
Resonance    : F1:3.07818188e+005 F2:2.50030578e+005 Fr:2.74237563e+005 Zr:1.59210800e+002 Q:4.74561183e+000
Capacitance  : 3.69527840e-009 F at 1.88038340e+004 Hz
Frequency (Hz), Impedance (Ohms), Admittance (S), Phase angle (Degrees), Resistance (Ohms), Reactance (S), Conductance (S), Susceptance (S)
9.99999875e+005, 5.50907707e+001, 1.81518608e-002, -8.61949463e+001, 3.65592877e+000, -5.49693297e+001, 1.20459215e-003, 1.81118472e-002
9.77161875e+005, 5.63450012e+001, 1.77478033e-002, -8.57670898e+001, 4.15888275e+000, -5.61913059e+001, 1.30998370e-003, 1.76993917e-002
9.54845500e+005, 5.78134003e+001, 1.72970279e-002, -8.52510834e+001, 4.78633464e+000, -5.76149308e+001, 1.43200994e-003, 1.72376484e-002
9.33038625e+005, 5.89397697e+001, 1.69664728e-002, -8.52182236e+001, 4.91327185e+000, -5.87346254e+001, 1.41434033e-003, 1.69074197e-002
9.11729875e+005, 5.98951492e+001, 1.66958429e-002, -8.49214172e+001, 5.30203656e+000, -5.96600143e+001, 1.47794889e-003, 1.66302987e-002
8.90907750e+005, 6.06705894e+001, 1.64824507e-002, -8.59427490e+001, 4.29263973e+000, -6.05185399e+001, 1.16618651e-003, 1.64411432e-002
8.70561188e+005, 6.38740807e+001, 1.56558026e-002, -8.62606964e+001, 4.16566571e+000, -6.37381001e+001, 1.02102198e-003, 1.56224732e-002
8.50679250e+005, 6.68155670e+001, 1.49665721e-002, -8.55676880e+001, 5.16359420e+000, -6.66157436e+001, 1.15663622e-003, 1.49218120e-002
8.31251375e+005, 7.03435135e+001, 1.42159518e-002, -8.30726776e+001, 8.48414783e+000, -6.98300016e+001, 1.71458932e-003, 1.41121745e-002
8.12267250e+005, 6.85568466e+001, 1.45864352e-002, -7.84241333e+001, 1.37569802e+001, -6.71623906e+001, 2.92699140e-003, 1.42897450e-002
7.93716688e+005, 6.30576897e+001, 1.58584941e-002, -8.22568130e+001, 8.49595834e+000, -6.24827250e+001, 2.13666416e-003, 1.57138952e-002
7.75589750e+005, 6.55386963e+001, 1.52581613e-002, -8.56498108e+001, 4.97125424e+000, -6.53498840e+001, 1.15736509e-003, 1.52142036e-002
7.57876750e+005, 6.92214737e+001, 1.44463841e-002, -8.70650711e+001, 3.54426226e+000, -6.91306779e+001, 7.39680498e-004, 1.44274352e-002
7.40568375e+005, 7.24092331e+001, 1.38103935e-002, -8.74693832e+001, 3.19710194e+000, -7.23386175e+001, 6.09773559e-004, 1.37969252e-002
7.23655313e+005, 7.59877472e+001, 1.31600164e-002, -8.76098175e+001, 3.16902763e+000, -7.59216371e+001, 5.48831320e-004, 1.31485671e-002
7.07128375e+005, 7.92319031e+001, 1.26211786e-002, -8.75742874e+001, 3.35341306e+000, -7.91609063e+001, 5.34179080e-004, 1.26098692e-002
6.90978938e+005, 8.28806534e+001, 1.20655419e-002, -8.74946136e+001, 3.62298747e+000, -8.28014291e+001, 5.27424743e-004, 1.20540087e-002
6.75198375e+005, 8.58650131e+001, 1.16461870e-002, -8.71950226e+001, 4.20193650e+000, -8.57621374e+001, 5.69924075e-004, 1.16322336e-002
6.59778188e+005, 8.95308533e+001, 1.11693340e-002, -8.70270920e+001, 4.64340617e+000, -8.94103600e+001, 5.79283591e-004, 1.11543019e-002
6.44710188e+005, 9.42581787e+001, 1.06091589e-002, -8.64195328e+001, 5.88644940e+000, -9.40741939e+001, 6.62544919e-004, 1.05884507e-002
6.29986188e+005, 9.95547638e+001, 1.00447227e-002, -8.51965485e+001, 8.33650413e+000, -9.92051092e+001, 8.41123713e-004, 1.00094438e-002
6.15598563e+005, 1.05149002e+002, 9.51031375e-003, -8.32263336e+001, 1.24020704e+001, -1.04415043e+002, 1.12171850e-003, 9.44393007e-003
6.01539500e+005, 1.10345497e+002, 9.06244501e-003, -7.94102478e+001, 2.02788035e+001, -1.08466119e+002, 1.66545574e-003, 8.90809557e-003
5.87801563e+005, 1.09638100e+002, 9.12091693e-003, -7.49348221e+001, 2.84968810e+001, -1.05869923e+002, 2.37068761e-003, 8.80743810e-003
5.74377313e+005, 1.06168297e+002, 9.41900765e-003, -7.00197830e+001, 3.62772470e+001, -9.97780968e+001, 3.21843410e-003, 8.85208377e-003
5.61259688e+005, 9.60945892e+001, 1.04064132e-002, -6.86641464e+001, 3.49624958e+001, -8.95086251e+001, 3.78620878e-003, 9.69319650e-003
5.48441563e+005, 8.78198700e+001, 1.13869447e-002, -7.13952866e+001, 2.80178121e+001, -8.32305939e+001, 3.63285981e-003, 1.07918876e-002
5.35916250e+005, 8.42240982e+001, 1.18730865e-002, -7.36868286e+001, 2.36574834e+001, -8.08332988e+001, 3.33499974e-003, 1.13950849e-002
