Exported from: CypherGraph V1.28.0
Acquired by  : CypherGraph V1.28.0 | C60-0504-0552 V1.23.10 : 5/10/2021
Graph title  : Title
Points       : 300
Pen legend   : 1:24:18 PM
Resonance    : F1:2.93918781e+005 F2:2.50030578e+005 Fr:2.67974563e+005 Zr:1.15486298e+002 Q:6.10584493e+000
Capacitance  : 3.88555958e-009 F at 2.78493770e+004 Hz
Frequency (Hz), Impedance (Ohms), Admittance (S), Phase angle (Degrees), Resistance (Ohms), Reactance (S), Conductance (S), Susceptance (S)
1.76803766e+005, 2.22764099e+002, 4.48905368e-003, -8.69655228e+001, 1.17924327e+001, -2.22451753e+002, 2.37636421e-004, 4.48275941e-003
1.72765844e+005, 2.31541306e+002, 4.31888383e-003, -8.66599731e+001, 1.34899333e+001, -2.31148000e+002, 2.51624455e-004, 4.31154759e-003
1.68820266e+005, 2.34543198e+002, 4.26360692e-003, -8.69695892e+001, 1.23993582e+001, -2.34215216e+002, 2.25399798e-004, 4.25764476e-003
1.64964797e+005, 2.39119202e+002, 4.18201463e-003, -8.66200027e+001, 1.40979590e+001, -2.38703247e+002, 2.46562678e-004, 4.17473990e-003
1.61197250e+005, 2.48540802e+002, 4.02348424e-003, -8.69734802e+001, 1.31225004e+001, -2.48194138e+002, 2.12432620e-004, 4.01787230e-003
1.57515891e+005, 2.50146805e+002, 3.99765250e-003, -8.74148102e+001, 1.12828132e+001, -2.49892221e+002, 1.80313182e-004, 3.99358394e-003
1.53918438e+005, 2.61682892e+002, 3.82141910e-003, -8.76363678e+001, 1.07921856e+001, -2.61460254e+002, 1.57600919e-004, 3.81816787e-003
1.50403266e+005, 2.67648895e+002, 3.73623810e-003, -8.74623795e+001, 1.18502499e+001, -2.67386430e+002, 1.65423270e-004, 3.73257422e-003
1.46968359e+005, 2.77300201e+002, 3.60620005e-003, -8.73322983e+001, 1.29064825e+001, -2.76999683e+002, 1.67844659e-004, 3.60229190e-003
1.43611844e+005, 2.84537109e+002, 3.51448007e-003, -8.79931870e+001, 9.96401558e+000, -2.84362594e+002, 1.23071237e-004, 3.51232453e-003
1.40332047e+005, 2.93849487e+002, 3.40310276e-003, -8.79948578e+001, 1.02815557e+001, -2.93669561e+002, 1.19071810e-004, 3.40101900e-003
1.37127156e+005, 2.99582611e+002, 3.33797745e-003, -8.79525528e+001, 1.07032149e+001, -2.99391353e+002, 1.19256221e-004, 3.33584643e-003
1.33995469e+005, 3.10385315e+002, 3.22180191e-003, -8.72949677e+001, 1.46483817e+001, -3.10039463e+002, 1.52050312e-004, 3.21821196e-003
1.30935250e+005, 3.17461700e+002, 3.14998628e-003, -8.79117584e+001, 1.15678671e+001, -3.17250872e+002, 1.14781161e-004, 3.14789435e-003
1.27944945e+005, 3.25746796e+002, 3.06986903e-003, -8.76935577e+001, 1.31093998e+001, -3.25482900e+002, 1.23544240e-004, 3.06738206e-003
1.25022945e+005, 3.31034485e+002, 3.02083331e-003, -8.68600769e+001, 1.81322714e+001, -3.30537518e+002, 1.65464845e-004, 3.01629828e-003
1.22167648e+005, 3.42971313e+002, 2.91569575e-003, -8.77843933e+001, 1.32592693e+001, -3.42714916e+002, 1.12720783e-004, 2.91351604e-003
1.19377555e+005, 3.55338715e+002, 2.81421629e-003, -8.76539764e+001, 1.45455753e+001, -3.55040883e+002, 1.15198241e-004, 2.81185752e-003
1.16651297e+005, 3.64612213e+002, 2.74263989e-003, -8.74795914e+001, 1.60339108e+001, -3.64259495e+002, 1.20608257e-004, 2.73998672e-003
1.13987148e+005, 3.70530792e+002, 2.69883103e-003, -8.73051682e+001, 1.74210052e+001, -3.70121030e+002, 1.26889183e-004, 2.69584645e-003
1.11383852e+005, 3.80200806e+002, 2.63018906e-003, -8.73504410e+001, 1.75755612e+001, -3.79794355e+002, 1.21585878e-004, 2.62737728e-003
1.08840047e+005, 3.88868988e+002, 2.57156017e-003, -8.67804489e+001, 2.18397381e+001, -3.88255220e+002, 1.44424478e-004, 2.56750137e-003
1.06354359e+005, 3.99017609e+002, 2.50615506e-003, -8.73090591e+001, 1.87332837e+001, -3.98577616e+002, 1.17660255e-004, 2.50339155e-003
1.03925469e+005, 4.12076813e+002, 2.42673203e-003, -8.74421310e+001, 1.83903319e+001, -4.11666243e+002, 1.08301186e-004, 2.42431417e-003
1.01552070e+005, 4.24195007e+002, 2.35740634e-003, -8.73993988e+001, 1.92471995e+001, -4.23758126e+002, 1.06963706e-004, 2.35497843e-003
9.92328516e+004, 4.35265594e+002, 2.29744784e-003, -8.74884720e+001, 1.90735111e+001, -4.34847489e+002, 1.00675076e-004, 2.29524097e-003
9.69665625e+004, 4.48065704e+002, 2.23181554e-003, -8.66107178e+001, 2.64894837e+001, -4.47281995e+002, 1.31944134e-004, 2.22791188e-003
9.47520156e+004, 4.52415588e+002, 2.21035708e-003, -8.72270813e+001, 2.18868124e+001, -4.51885862e+002, 1.06931927e-004, 2.20776901e-003
9.25880703e+004, 4.67222290e+002, 2.14030885e-003, -8.70084610e+001, 2.43836238e+001, -4.66585584e+002, 1.11699478e-004, 2.13739214e-003
9.04735313e+004, 4.79415802e+002, 2.08587200e-003, -8.71853180e+001, 2.35420541e+001, -4.78837428e+002, 1.02428229e-004, 2.08335558e-003
8.84072813e+004, 4.95106201e+002, 2.01976868e-003, -8.69666367e+001, 2.61997574e+001, -4.94412503e+002, 1.06881007e-004, 2.01693877e-003
8.63882266e+004, 5.09666107e+002, 1.96206886e-003, -8.68358383e+001, 2.81320262e+001, -5.08889114e+002, 1.08300262e-004, 1.95907766e-003
8.44153203e+004, 5.12959412e+002, 1.94947198e-003, -8.59579391e+001, 3.61578764e+001, -5.11683463e+002, 1.37415876e-004, 1.94462281e-003
8.24874609e+004, 5.28044373e+002, 1.89378024e-003, -8.71015015e+001, 2.67014973e+001, -5.27368836e+002, 9.57623464e-005, 1.89135750e-003
8.06036016e+004, 5.40083130e+002, 1.85156681e-003, -8.69706192e+001, 2.85423339e+001, -5.39328399e+002, 9.78516738e-005, 1.84897937e-003
7.87627734e+004, 5.59558228e+002, 1.78712411e-003, -8.67957764e+001, 3.12765666e+001, -5.58683440e+002, 9.98914920e-005, 1.78433020e-003
7.69639609e+004, 5.74161377e+002, 1.74167062e-003, -8.60056763e+001, 3.99947294e+001, -5.72766714e+002, 1.21320674e-004, 1.73744002e-003
7.52062813e+004, 5.87251587e+002, 1.70284768e-003, -8.65339203e+001, 3.55038288e+001, -5.86177366e+002, 1.02950105e-004, 1.69973277e-003
7.34887109e+004, 5.98709106e+002, 1.67026021e-003, -8.64469070e+001, 3.71040579e+001, -5.97558267e+002, 1.03511757e-004, 1.66704964e-003
7.18103672e+004, 6.04521423e+002, 1.65420109e-003, -8.60961990e+001, 4.11567109e+001, -6.03118791e+002, 1.12620452e-004, 1.65036296e-003
7.01703438e+004, 6.20298218e+002, 1.61212780e-003, -8.68880463e+001, 3.36742153e+001, -6.19383505e+002, 8.75178051e-005, 1.60975050e-003
6.85678125e+004, 6.42665588e+002, 1.55601921e-003, -8.68449173e+001, 3.53715142e+001, -6.41691448e+002, 8.56413608e-005, 1.55366062e-003
6.70018203e+004, 6.57317688e+002, 1.52133438e-003, -8.70654373e+001, 3.36516360e+001, -6.56455718e+002, 7.78853085e-005, 1.51933939e-003
6.54716484e+004, 6.63698914e+002, 1.50670730e-003, -8.68025589e+001, 3.70190768e+001, -6.62665704e+002, 8.40394827e-005, 1.50436175e-003
6.39764063e+004, 6.92074585e+002, 1.44493097e-003, -8.64956970e+001, 4.23020212e+001, -6.90780551e+002, 8.83192386e-005, 1.44222925e-003
6.25153164e+004, 7.03308594e+002, 1.42185096e-003, -8.65843430e+001, 4.19025334e+001, -7.02059225e+002, 8.47126821e-005, 1.41932516e-003
6.10876094e+004, 7.03308594e+002, 1.42185096e-003, -8.53985367e+001, 5.64224971e+001, -7.01041711e+002, 1.14067114e-004, 1.41726809e-003
5.96924414e+004, 7.23991272e+002, 1.38123212e-003, -8.67176132e+001, 4.14536590e+001, -7.22803539e+002, 7.90853806e-005, 1.37896616e-003
5.83292227e+004, 7.50097900e+002, 1.33315931e-003, -8.74653778e+001, 3.31716361e+001, -7.49364066e+002, 5.89564048e-005, 1.33185506e-003
5.69970625e+004, 7.77145874e+002, 1.28675971e-003, -8.64553070e+001, 4.80486802e+001, -7.75659096e+002, 7.95566288e-005, 1.28429798e-003
5.56953555e+004, 7.84690491e+002, 1.27438782e-003, -8.64559784e+001, 4.85059647e+001, -7.83189848e+002, 7.87768057e-005, 1.27195067e-003
5.44233906e+004, 7.92308289e+002, 1.26213497e-003, -8.67202988e+001, 4.53282190e+001, -7.91010605e+002, 7.22071589e-005, 1.26006778e-003
5.31804570e+004, 8.26182495e+002, 1.21038633e-003, -8.68967133e+001, 4.47262928e+001, -8.24970953e+002, 6.55255876e-005, 1.20861138e-003
5.19659531e+004, 8.55974121e+002, 1.16825962e-003, -8.54471436e+001, 6.79461450e+001, -8.53273120e+002, 9.27349735e-005, 1.16457321e-003
5.07791641e+004, 8.78313171e+002, 1.13854606e-003, -8.56674728e+001, 6.63520128e+001, -8.75803310e+002, 8.60112602e-005, 1.13529256e-003
4.96194375e+004, 8.58735107e+002, 1.16450346e-003, -8.61514587e+001, 5.76376295e+001, -8.56798628e+002, 7.81605621e-005, 1.16187746e-003
4.84862344e+004, 8.92570313e+002, 1.12035992e-003, -8.61959763e+001, 5.92166611e+001, -8.90603812e+002, 7.43291284e-005, 1.11789155e-003
4.73788984e+004, 9.18818726e+002, 1.08835396e-003, -8.60207672e+001, 6.37613298e+001, -9.16603700e+002, 7.55262098e-005, 1.08573023e-003
4.62968359e+004, 9.27738586e+002, 1.07788984e-003, -8.63289337e+001, 5.94015839e+001, -9.25834940e+002, 6.90155233e-005, 1.07567810e-003
4.52395078e+004, 9.70523621e+002, 1.03037162e-003, -8.67689285e+001, 5.47015750e+001, -9.68980823e+002, 5.80747851e-005, 1.02873369e-003
4.42063203e+004, 9.83106323e+002, 1.01718398e-003, -8.73407364e+001, 4.56124409e+001, -9.82047630e+002, 4.71935160e-005, 1.01608859e-003
4.31967383e+004, 1.00552002e+003, 9.94510284e-004, -8.72533569e+001, 4.81841235e+001, -1.00436487e+003, 4.76565413e-005, 9.93367786e-004
4.22102227e+004, 1.02184198e+003, 9.78624895e-004, -8.65067978e+001, 6.22609510e+001, -1.01994343e+003, 5.96277289e-005, 9.76806643e-004
4.12462344e+004, 1.04177795e+003, 9.59897448e-004, -8.63754578e+001, 6.58591305e+001, -1.03969413e+003, 6.06828078e-005, 9.57977405e-004
4.03042422e+004, 1.08982202e+003, 9.17581018e-004, -8.54091415e+001, 8.72292317e+001, -1.08632550e+003, 7.34430812e-005, 9.14637108e-004
3.93837695e+004, 1.06896704e+003, 9.35482537e-004, -8.71234665e+001, 5.36449274e+001, -1.06762014e+003, 4.69461554e-005, 9.34303824e-004
3.84843359e+004, 1.08282605e+003, 9.23509367e-004, -8.63768616e+001, 6.84276321e+001, -1.08066179e+003, 5.83598439e-005, 9.21663539e-004
3.76054063e+004, 1.12912097e+003, 8.85644696e-004, -8.58060226e+001, 8.25764151e+001, -1.12609738e+003, 6.47701760e-005, 8.83273090e-004
3.67465625e+004, 1.15115002e+003, 8.68696502e-004, -8.72127075e+001, 5.59784058e+001, -1.14978815e+003, 4.22431866e-005, 8.67668789e-004
3.59073867e+004, 1.16232495e+003, 8.60344604e-004, -8.78283691e+001, 4.40440194e+001, -1.16149017e+003, 3.26010677e-005, 8.59726706e-004
3.50872891e+004, 1.18500305e+003, 8.43879683e-004, -8.78287888e+001, 4.48946891e+001, -1.18415231e+003, 3.19709860e-005, 8.43273844e-004
3.42859609e+004, 1.23169299e+003, 8.11890630e-004, -8.76534195e+001, 5.04305702e+001, -1.23066014e+003, 3.32421372e-005, 8.11209810e-004
3.35029375e+004, 1.25977405e+003, 7.93793142e-004, -8.80493164e+001, 4.28817947e+001, -1.25904400e+003, 2.70201427e-005, 7.93333136e-004
3.27377910e+004, 1.28849597e+003, 7.76098662e-004, -8.70829163e+001, 6.55724922e+001, -1.28682637e+003, 3.94962224e-005, 7.75093015e-004
3.19901699e+004, 1.30100500e+003, 7.68636551e-004, -8.79182587e+001, 4.72593282e+001, -1.30014637e+003, 2.79209126e-005, 7.68129267e-004
3.12595371e+004, 1.34791797e+003, 7.41884909e-004, -8.64684372e+001, 8.30295600e+001, -1.34535830e+003, 4.56989068e-005, 7.40476082e-004
3.05456523e+004, 1.37864905e+003, 7.25347761e-004, -8.63809128e+001, 8.70244549e+001, -1.37589968e+003, 4.57861220e-005, 7.23901240e-004
2.98480391e+004, 1.39203296e+003, 7.18373795e-004, -8.58539200e+001, 1.00643441e+002, -1.38838995e+003, 5.19381459e-005, 7.16493781e-004
2.91664004e+004, 1.39652295e+003, 7.16064137e-004, -8.77439194e+001, 5.49753279e+001, -1.39544045e+003, 2.81884810e-005, 7.15509090e-004
2.85002598e+004, 1.45622998e+003, 6.86704719e-004, -8.74805832e+001, 6.40128840e+001, -1.45482236e+003, 3.01861314e-005, 6.86040938e-004
2.78493770e+004, 1.47036694e+003, 6.80102341e-004, -8.86234970e+001, 3.53214464e+001, -1.46994263e+003, 1.63375533e-005, 6.79906080e-004
2.72133359e+004, 1.50388904e+003, 6.64942675e-004, -8.75691299e+001, 6.37858882e+001, -1.50253572e+003, 2.82028515e-005, 6.64344309e-004
2.65918379e+004, 1.54811499e+003, 6.45946849e-004, -8.74376068e+001, 6.92120280e+001, -1.54656708e+003, 2.88785340e-005, 6.45300986e-004
2.59845254e+004, 1.57324500e+003, 6.35628909e-004, -8.84486694e+001, 4.25917036e+001, -1.57266836e+003, 1.72080751e-005, 6.35395933e-004
2.53911016e+004, 1.63523206e+003, 6.11534000e-004, -8.68229904e+001, 9.06259794e+001, -1.63271884e+003, 3.38917449e-005, 6.10594123e-004
2.48112090e+004, 1.67251404e+003, 5.97902306e-004, -8.72627411e+001, 7.98725962e+001, -1.67060575e+003, 2.85534282e-005, 5.97220118e-004
2.42446055e+004, 1.71616296e+003, 5.82695246e-004, -8.71751404e+001, 8.45778814e+001, -1.71407757e+003, 2.87170452e-005, 5.81987183e-004
2.36908789e+004, 1.75528894e+003, 5.69706774e-004, -8.69117508e+001, 9.45644749e+001, -1.75273981e+003, 3.06923952e-005, 5.68879412e-004
2.31498477e+004, 1.77804700e+003, 5.62414830e-004, -8.77469864e+001, 6.98992460e+001, -1.77667251e+003, 2.21098614e-005, 5.61980067e-004
2.26211543e+004, 1.79530798e+003, 5.57007494e-004, -8.83624878e+001, 5.13028806e+001, -1.79457482e+003, 1.59170957e-005, 5.56780023e-004
2.21045020e+004, 1.87206396e+003, 5.34169782e-004, -8.78354111e+001, 7.07082632e+001, -1.87072816e+003, 2.01757089e-005, 5.33788626e-004
2.15997090e+004, 1.87810303e+003, 5.32452153e-004, -8.70886002e+001, 9.53919498e+001, -1.87567891e+003, 2.70441229e-005, 5.31764901e-004
2.11064219e+004, 1.93333301e+003, 5.17241466e-004, -8.65175629e+001, 1.17435632e+002, -1.92976304e+003, 3.14185804e-005, 5.16286362e-004
2.06243398e+004, 1.93956995e+003, 5.15578209e-004, -8.78361664e+001, 7.32324284e+001, -1.93818693e+003, 1.94667093e-005, 5.15210576e-004
2.01533438e+004, 2.00304797e+003, 4.99239166e-004, -8.76606216e+001, 8.17614364e+001, -2.00137859e+003, 2.03781995e-005, 4.98823089e-004
1.96930762e+004, 2.04212805e+003, 4.89685257e-004, -8.85837097e+001, 5.04740770e+001, -2.04150419e+003, 1.21032623e-005, 4.89535660e-004
1.92433594e+004, 2.12259106e+003, 4.71122307e-004, -8.75292511e+001, 9.15034991e+001, -2.12061782e+003, 2.03097716e-005, 4.70684333e-004
1.88038340e+004, 2.15704492e+003, 4.63597206e-004, -8.82765427e+001, 6.48741380e+001, -2.15606914e+003, 1.39429035e-005, 4.63387489e-004
1.83743828e+004, 2.23482690e+003, 4.47461948e-004, -8.79252014e+001, 8.09100149e+001, -2.23336178e+003, 1.61999808e-005, 4.47168599e-004
1.79547676e+004, 2.27842896e+003, 4.38898917e-004, -8.81011963e+001, 7.54941729e+001, -2.27717789e+003, 1.45426131e-005, 4.38657921e-004
1.75447461e+004, 2.31541309e+003, 4.31888377e-004, -8.77059021e+001, 9.26833561e+001, -2.31355734e+003, 1.72880012e-005, 4.31542229e-004
1.71440234e+004, 2.36058691e+003, 4.23623462e-004, -8.76182098e+001, 9.81015277e+001, -2.35854758e+003, 1.76049899e-005, 4.23257488e-004
1.67524805e+004, 2.47741699e+003, 4.03646218e-004, -8.78820801e+001, 9.15560628e+001, -2.47572463e+003, 1.49172540e-005, 4.03370481e-004
1.63698789e+004, 2.44570801e+003, 4.08879554e-004, -8.80580597e+001, 8.28771287e+001, -2.44430339e+003, 1.38556047e-005, 4.08644726e-004
1.59960391e+004, 2.54207202e+003, 3.93379885e-004, -8.80582504e+001, 8.61341357e+001, -2.54061234e+003, 1.33290623e-005, 3.93154003e-004
1.56307217e+004, 2.63373804e+003, 3.79688483e-004, -8.79265976e+001, 9.52881179e+001, -2.63201372e+003, 1.37370537e-005, 3.79439900e-004
1.52737500e+004, 2.67648901e+003, 3.73623802e-004, -8.82343979e+001, 8.24644821e+001, -2.67521832e+003, 1.15116084e-005, 3.73446419e-004
1.49249434e+004, 2.76408594e+003, 3.61783252e-004, -8.80587997e+001, 9.36302450e+001, -2.76249967e+003, 1.22549933e-005, 3.61575631e-004
1.45840645e+004, 2.79091992e+003, 3.58304798e-004, -8.66966629e+001, 1.60818872e+002, -2.78628270e+003, 2.06463013e-005, 3.57709461e-004
1.42509941e+004, 2.87299390e+003, 3.48068961e-004, -8.70923462e+001, 1.45736502e+002, -2.86929518e+003, 1.76562689e-005, 3.47620853e-004
1.39255527e+004, 2.90088501e+003, 3.44722385e-004, -8.66969986e+001, 1.67138332e+002, -2.89606606e+003, 1.98616368e-005, 3.44149732e-004
1.36075020e+004, 2.96702197e+003, 3.37038286e-004, -8.74002914e+001, 1.34577906e+002, -2.96396832e+003, 1.52873511e-005, 3.36691406e-004
1.32967236e+004, 3.05427490e+003, 3.27409952e-004, -8.81035690e+001, 1.01074879e+002, -3.05260201e+003, 1.08349518e-005, 3.27230623e-004
1.29930381e+004, 3.15423608e+003, 3.17033974e-004, -8.80597763e+001, 1.06792404e+002, -3.15242774e+003, 1.07337622e-005, 3.16852216e-004
1.26963262e+004, 3.21577588e+003, 3.10966945e-004, -8.80599365e+001, 1.08866958e+002, -3.21393256e+003, 1.05274828e-005, 3.10788695e-004
1.24063486e+004, 3.33173511e+003, 3.00143909e-004, -8.79282532e+001, 1.20445304e+002, -3.32955729e+003, 1.08504798e-005, 2.99947718e-004
1.21230479e+004, 3.34248096e+003, 2.99178967e-004, -8.74010468e+001, 1.51563922e+002, -3.33904288e+003, 1.35661918e-005, 2.98871231e-004
1.18461846e+004, 3.47417896e+003, 2.87837792e-004, -8.79724731e+001, 1.22915181e+002, -3.47200393e+003, 1.01835958e-005, 2.87657590e-004
1.15756396e+004, 3.57634692e+003, 2.79614931e-004, -8.74013214e+001, 1.62151387e+002, -3.57266906e+003, 1.26777267e-005, 2.79327380e-004
1.13112334e+004, 3.61106592e+003, 2.76926543e-004, -8.77969666e+001, 1.38811951e+002, -3.60839692e+003, 1.06452539e-005, 2.76721861e-004
1.10529063e+004, 3.74127905e+003, 2.67288269e-004, -8.77092133e+001, 1.49543114e+002, -3.73828916e+003, 1.06838114e-005, 2.67074661e-004
1.08004805e+004, 3.78978394e+003, 2.63867286e-004, -8.77532806e+001, 1.48569391e+002, -3.78687066e+003, 1.03442841e-005, 2.63664446e-004
1.05538369e+004, 3.87618701e+003, 2.57985489e-004, -8.75336838e+001, 1.66800260e+002, -3.87259647e+003, 1.11016436e-005, 2.57746515e-004
1.03127959e+004, 3.97734692e+003, 2.51423881e-004, -8.78853683e+001, 1.46759752e+002, -3.97463836e+003, 9.27726628e-006, 2.51252662e-004
1.00772979e+004, 4.06802588e+003, 2.45819478e-004, -8.75339279e+001, 1.75038161e+002, -4.06425838e+003, 1.05770688e-005, 2.45591819e-004
9.84710449e+003, 4.16077197e+003, 2.40340015e-004, -8.78855972e+001, 1.53511326e+002, -4.15793911e+003, 8.86732432e-006, 2.40176380e-004
9.62221582e+003, 4.26935889e+003, 2.34227205e-004, -8.77978287e+001, 1.64053009e+002, -4.26620580e+003, 9.00033914e-006, 2.34054219e-004
9.40251367e+003, 4.36669580e+003, 2.29006106e-004, -8.75782166e+001, 1.84516958e+002, -4.36279563e+003, 9.67676981e-006, 2.28801566e-004
9.18775781e+003, 4.45189111e+003, 2.24623643e-004, -8.77101593e+001, 1.77873624e+002, -4.44833626e+003, 8.97475263e-006, 2.24444280e-004
